"OPENSECRETS.INDUSTRY","YEAR","STATE","FIRST","LAST","DISTRICT","CANDIDATE","PARTY","AMOUNT","INDUSTRYPERCENT","CANDTOTAL","INCUMBENT","VOTES","PERCENT","PRIMARY.INDUSTRY","SECONDARY.INDUSTRY1","SECONDARY.INDUSTRY2","SECONDARY.INDUSTRY3","WINNER","indrank","TotalRaceFunds","RaceFundPerc","X","Sector","AdjClose","Group","YrPercentChange","RelYear"
"Telephone Utilities",2008,"TX","LAMAR","SMITH","21","LAMAR SMITH","R",18000,0.0226623188588,794270,1,243471,0.8,"Telecommunication Services","","","",1,7,794470,0.999748259846187,59,"Telecommunication Services",104.162058,"Values0910b",48.6155909399014,"2008"
"Misc Defense",2008,"TX","LAMAR","SMITH","21","LAMAR SMITH","R",17850,0.0224734662017,794270,1,243471,0.8,"Industrials","","","",1,8,794470,0.999748259846187,56,"Industrials",2926.302946,"Values0910b",61.0940080095609,"2008"
"Oil & Gas",2008,"TX","LAMAR","SMITH","21","LAMAR SMITH","R",46800,0.0589220290329,794270,1,243471,0.8,"Energy","","","",1,5,794470,0.999748259846187,53,"Energy",1891.171767,"Values0910b",75.2135392458047,"2008"
"Pharmaceuticals/Health Products",2008,"TX","LAMAR","SMITH","21","LAMAR SMITH","R",32300,0.0406662721744,794270,1,243471,0.8,"Health Care","","","",1,6,794470,0.999748259846187,55,"Health Care",2407.059799,"Values0910b",53.6358425321062,"2008"
"Oil & Gas",2008,"TX","LYLE","LARSON","23","LYLE LARSON","R",26350,0.0497169811321,530000,0,100799,0.4192,"Energy","","","",0,7,1778086,0.298073321537878,53,"Energy",1891.171767,"Values0910b",75.2135392458047,"2008"
"Telephone Utilities",2008,"TX","LYLE","LARSON","23","LYLE LARSON","R",35650,0.0672641509434,530000,0,100799,0.4192,"Telecommunication Services","","","",0,5,1778086,0.298073321537878,59,"Telecommunication Services",104.162058,"Values0910b",48.6155909399014,"2008"
"Construction Services",2008,"TX","LYLE","LARSON","23","LYLE LARSON","R",26550,0.0500943396226,530000,0,100799,0.4192,"Industrials","","","",0,6,1778086,0.298073321537878,56,"Industrials",2926.302946,"Values0910b",61.0940080095609,"2008"
"Insurance",2008,"TX","CIRO","RODRIGUEZ","23","CIRO D RODRIGUEZ","D",37450,0.0300059451031,1248086,1,134090,0.5576,"Financials","","","",1,4,1778086,0.701926678462122,54,"Financials",3368.140109,"Values0910b",50.7751611207871,"2008"
"Construction Services",2008,"TX","CIRO","RODRIGUEZ","23","CIRO D RODRIGUEZ","D",36050,0.0288842275292,1248086,1,134090,0.5576,"Industrials","","","",1,5,1778086,0.701926678462122,56,"Industrials",2926.302946,"Values0910b",61.0940080095609,"2008"
"Crop Production & Basic Processing",2008,"TX","CIRO","RODRIGUEZ","23","CIRO D RODRIGUEZ","D",28300,0.0226747195305,1248086,1,134090,0.5576,"Consumer Staples","","","",1,7,1778086,0.701926678462122,52,"Consumer Staples",1276.894906,"Values0910b",41.7387671770374,"2008"
"Building Materials & Equipment",2008,"TX","LYLE","LARSON","23","LYLE LARSON","R",12950,0.0244339622642,530000,0,100799,0.4192,"Materials","Industrials","","",0,8,1778086,0.298073321537878,58,"Materials",1292.213892,"Values0910b",55.1354439841035,"2008"
"Hospitals/Nursing Homes",2008,"TX","CIRO","RODRIGUEZ","23","CIRO D RODRIGUEZ","D",30750,0.024637725285,1248086,1,134090,0.5576,"Health Care","","","",1,6,1778086,0.701926678462122,55,"Health Care",2407.059799,"Values0910b",53.6358425321062,"2008"
"Telecom Services & Equipment",2008,"TX","THOMAS","LOVE","24","THOMAS PERRY LOVE","D",250,0.0212008141113,11792,0,111089,0.4107,"Telecommunication Services","","","",0,3,466936,0.0252539962650128,59,"Telecommunication Services",104.162058,"Values0910b",48.6155909399014,"2008"
"Electric Utilities",2008,"TX","KENNY","MARCHANT","24","KENNY MARCHANT","R",12500,0.0274638356213,455144,1,151434,0.5598,"Utilities","","","",1,7,466936,0.974746003734987,60,"Utilities",868.722424,"Values0910b",20.2021137168348,"2008"
"Beer, Wine & Liquor",2008,"TX","KENNY","MARCHANT","24","KENNY MARCHANT","R",10000,0.021971068497,455144,1,151434,0.5598,"Consumer Staples","","","",1,8,466936,0.974746003734987,52,"Consumer Staples",1276.894906,"Values0910b",41.7387671770374,"2008"
"Oil & Gas",2008,"TX","KENNY","MARCHANT","24","KENNY MARCHANT","R",41150,0.0904109468652,455144,1,151434,0.5598,"Energy","","","",1,4,466936,0.974746003734987,53,"Energy",1891.171767,"Values0910b",75.2135392458047,"2008"
"Air Transport",2008,"TX","KENNY","MARCHANT","24","KENNY MARCHANT","R",36000,0.0790958465893,455144,1,151434,0.5598,"Industrials","","","",1,5,466936,0.974746003734987,56,"Industrials",2926.302946,"Values0910b",61.0940080095609,"2008"
"Oil & Gas",2008,"TX","THOMAS","LOVE","24","THOMAS PERRY LOVE","D",200,0.016960651289,11792,0,111089,0.4107,"Energy","","","",0,5,466936,0.0252539962650128,53,"Energy",1891.171767,"Values0910b",75.2135392458047,"2008"
"Health Services/HMOs",2008,"TX","LLOYD","DOGGETT","25","LLOYD DOGGETT","D",62273,0.0899079018987,692631,1,191755,0.6583,"Health Care","","","",1,4,699581,0.990065482052829,55,"Health Care",2407.059799,"Values0910b",53.6358425321062,"2008"
"Beer, Wine & Liquor",2008,"TX","LLOYD","DOGGETT","25","LLOYD DOGGETT","D",13500,0.0194908977508,692631,1,191755,0.6583,"Consumer Staples","","","",1,6,699581,0.990065482052829,52,"Consumer Staples",1276.894906,"Values0910b",41.7387671770374,"2008"
"Insurance",2008,"TX","LLOYD","DOGGETT","25","LLOYD DOGGETT","D",86650,0.1251026881557,692631,1,191755,0.6583,"Financials","","","",1,3,699581,0.990065482052829,54,"Financials",3368.140109,"Values0910b",50.7751611207871,"2008"
"Chemical & Related Manufacturing",2008,"TX","MICHAEL","BURGESS","26","MICHAEL BURGESS","R",12500,0.0151316697374,826082,1,195181,0.6017,"Materials","","","",1,10,827882,0.9978257771035,58,"Materials",1292.213892,"Values0910b",55.1354439841035,"2008"
"Telephone Utilities",2008,"TX","MICHAEL","BURGESS","26","MICHAEL BURGESS","R",17000,0.0205790708428,826082,1,195181,0.6017,"Telecommunication Services","","","",1,9,827882,0.9978257771035,59,"Telecommunication Services",104.162058,"Values0910b",48.6155909399014,"2008"
"Air Transport",2008,"TX","MICHAEL","BURGESS","26","MICHAEL BURGESS","R",17500,0.0211843376323,826082,1,195181,0.6017,"Industrials","","","",1,8,827882,0.9978257771035,56,"Industrials",2926.302946,"Values0910b",61.0940080095609,"2008"
"Oil & Gas",2008,"TX","MICHAEL","BURGESS","26","MICHAEL BURGESS","R",82300,0.099626913551,826082,1,195181,0.6017,"Energy","","","",1,4,827882,0.9978257771035,53,"Energy",1891.171767,"Values0910b",75.2135392458047,"2008"
"Insurance",2008,"TX","MICHAEL","BURGESS","26","MICHAEL BURGESS","R",52950,0.0640977530075,826082,1,195181,0.6017,"Financials","","","",1,5,827882,0.9978257771035,54,"Financials",3368.140109,"Values0910b",50.7751611207871,"2008"
"Electric Utilities",2008,"TX","MICHAEL","BURGESS","26","MICHAEL BURGESS","R",40500,0.0490266099491,826082,1,195181,0.6017,"Utilities","","","",1,7,827882,0.9978257771035,60,"Utilities",868.722424,"Values0910b",20.2021137168348,"2008"
"Food Processing & Sales",2008,"TX","SOLOMON","ORTIZ","27","SOLOMON P ORTIZ","D",12500,0.0236346275655,528885,1,104864,0.5795,"Consumer Staples","","","",1,7,528885,1,52,"Consumer Staples",1276.894906,"Values0910b",41.7387671770374,"2008"
"Telephone Utilities",2008,"TX","SOLOMON","ORTIZ","27","SOLOMON P ORTIZ","D",13500,0.0255253977708,528885,1,104864,0.5795,"Telecommunication Services","","","",1,6,528885,1,59,"Telecommunication Services",104.162058,"Values0910b",48.6155909399014,"2008"
"Oil & Gas",2008,"TX","SOLOMON","ORTIZ","27","SOLOMON P ORTIZ","D",38000,0.0718492677992,528885,1,104864,0.5795,"Energy","","","",1,5,528885,1,53,"Energy",1891.171767,"Values0910b",75.2135392458047,"2008"
"Accountants",2008,"TX","HENRY","CUELLAR","28","HENRY CUELLAR","D",105150,0.1284671782548,818497,1,123494,0.6871,"Financials","","","",1,4,818797,0.999633608818791,54,"Financials",3368.140109,"Values0910b",50.7751611207871,"2008"
"Telephone Utilities",2008,"TX","HENRY","CUELLAR","28","HENRY CUELLAR","D",22000,0.02687853468,818497,1,123494,0.6871,"Telecommunication Services","","","",1,8,818797,0.999633608818791,59,"Telecommunication Services",104.162058,"Values0910b",48.6155909399014,"2008"
"Agricultural Services/Products",2008,"TX","HENRY","CUELLAR","28","HENRY CUELLAR","D",106300,0.1298721925676,818497,1,123494,0.6871,"Consumer Staples","","","",1,3,818797,0.999633608818791,52,"Consumer Staples",1276.894906,"Values0910b",41.7387671770374,"2008"
"Hospitals/Nursing Homes",2008,"TX","HENRY","CUELLAR","28","HENRY CUELLAR","D",18900,0.0230911047933,818497,1,123494,0.6871,"Health Care","","","",1,9,818797,0.999633608818791,55,"Health Care",2407.059799,"Values0910b",53.6358425321062,"2008"
"Oil & Gas",2008,"TX","HENRY","CUELLAR","28","HENRY CUELLAR","D",37100,0.0453269834831,818497,1,123494,0.6871,"Energy","","","",1,7,818797,0.999633608818791,53,"Energy",1891.171767,"Values0910b",75.2135392458047,"2008"
"Construction Services",2008,"TX","HENRY","CUELLAR","28","HENRY CUELLAR","D",45438,0.0555139481269,818497,1,123494,0.6871,"Industrials","","","",1,6,818797,0.999633608818791,56,"Industrials",2926.302946,"Values0910b",61.0940080095609,"2008"
"Misc Energy",2008,"TX","GENE","GREEN","29","GENE GREEN","D",99500,0.1200161629806,829055,1,79718,0.7465,"Energy","","","",1,2,832555,0.99579607353268,53,"Energy",1891.171767,"Values0910b",75.2135392458047,"2008"
"Telecom Services & Equipment",2008,"TX","GENE","GREEN","29","GENE GREEN","D",31000,0.0373919703759,829055,1,79718,0.7465,"Telecommunication Services","","","",1,9,832555,0.99579607353268,59,"Telecommunication Services",104.162058,"Values0910b",48.6155909399014,"2008"
"Chemical & Related Manufacturing",2008,"TX","GENE","GREEN","29","GENE GREEN","D",49538,0.0597523686607,829055,1,79718,0.7465,"Materials","","","",1,6,832555,0.99579607353268,58,"Materials",1292.213892,"Values0910b",55.1354439841035,"2008"
"Air Transport",2008,"TX","GENE","GREEN","29","GENE GREEN","D",42700,0.0515044237114,829055,1,79718,0.7465,"Industrials","","","",1,7,832555,0.99579607353268,56,"Industrials",2926.302946,"Values0910b",61.0940080095609,"2008"
"Electric Utilities",2008,"TX","GENE","GREEN","29","GENE GREEN","D",58949,0.0711038471513,829055,1,79718,0.7465,"Utilities","","","",1,5,832555,0.99579607353268,60,"Utilities",868.722424,"Values0910b",20.2021137168348,"2008"
"Pharmaceuticals/Health Products",2008,"TX","GENE","GREEN","29","GENE GREEN","D",42200,0.0509013274149,829055,1,79718,0.7465,"Health Care","","","",1,8,832555,0.99579607353268,55,"Health Care",2407.059799,"Values0910b",53.6358425321062,"2008"
"Misc Business",2008,"TX","THOMAS","DALEY","3","THOMAS JAMES DALEY","D",700,0.0809248554913,8650,0,108693,0.3803,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,4,746161,0.0115926723589145,58,"Materials",1292.213892,"Values0910b",55.1354439841035,"2008"
"Air Transport",2008,"TX","SAM","JOHNSON","3","SAM JOHNSON","R",74025,0.1003713842912,737511,1,170742,0.5975,"Industrials","","","",1,5,746161,0.988407327641086,56,"Industrials",2926.302946,"Values0910b",61.0940080095609,"2008"
"Securities & Investment",2008,"TX","THOMAS","DALEY","3","THOMAS JAMES DALEY","D",750,0.0867052023121,8650,0,108693,0.3803,"Financials","","","",0,3,746161,0.0115926723589145,54,"Financials",3368.140109,"Values0910b",50.7751611207871,"2008"
"Health Services/HMOs",2008,"TX","SAM","JOHNSON","3","SAM JOHNSON","R",93245,0.1264320125394,737511,1,170742,0.5975,"Health Care","","","",1,4,746161,0.988407327641086,55,"Health Care",2407.059799,"Values0910b",53.6358425321062,"2008"
"Oil & Gas",2008,"TX","SAM","JOHNSON","3","SAM JOHNSON","R",26800,0.0363384410538,737511,1,170742,0.5975,"Energy","","","",1,7,746161,0.988407327641086,53,"Energy",1891.171767,"Values0910b",75.2135392458047,"2008"
"Electric Utilities",2008,"TX","SAM","JOHNSON","3","SAM JOHNSON","R",21140,0.0286639792491,737511,1,170742,0.5975,"Utilities","","","",1,8,746161,0.988407327641086,60,"Utilities",868.722424,"Values0910b",20.2021137168348,"2008"
"Hospitals/Nursing Homes",2008,"TX","THOMAS","DALEY","3","THOMAS JAMES DALEY","D",300,0.0346820809249,8650,0,108693,0.3803,"Health Care","","","",0,7,746161,0.0115926723589145,55,"Health Care",2407.059799,"Values0910b",53.6358425321062,"2008"
"Construction Services",2008,"TX","THOMAS","DALEY","3","THOMAS JAMES DALEY","D",500,0.0578034682081,8650,0,108693,0.3803,"Industrials","","","",0,5,746161,0.0115926723589145,56,"Industrials",2926.302946,"Values0910b",61.0940080095609,"2008"
"Securities & Investment",2008,"TX","EDDIE","JOHNSON","30","EDDIE BERNICE JOHNSON","D",6900,0.0180144899158,383025,1,168249,0.8248,"Financials","","","",1,6,383025,1,54,"Financials",3368.140109,"Values0910b",50.7751611207871,"2008"
"Telephone Utilities",2008,"TX","EDDIE","JOHNSON","30","EDDIE BERNICE JOHNSON","D",11000,0.0287187520397,383025,1,168249,0.8248,"Telecommunication Services","","","",1,5,383025,1,59,"Telecommunication Services",104.162058,"Values0910b",48.6155909399014,"2008"
"Building Materials & Equipment",2008,"TX","JOHN","CARTER","31","JOHN CARTER","R",17700,0.0321837492068,549967,1,175563,0.6027,"Materials","Industrials","","",1,8,558117,0.985397327083748,58,"Materials",1292.213892,"Values0910b",55.1354439841035,"2008"
"Agricultural Services/Products",2008,"TX","JOHN","CARTER","31","JOHN CARTER","R",55422,0.1007733191264,549967,1,175563,0.6027,"Consumer Staples","","","",1,5,558117,0.985397327083748,52,"Consumer Staples",1276.894906,"Values0910b",41.7387671770374,"2008"
"Oil & Gas",2008,"TX","JOHN","CARTER","31","JOHN CARTER","R",34100,0.0620037202232,549967,1,175563,0.6027,"Energy","","","",1,7,558117,0.985397327083748,53,"Energy",1891.171767,"Values0910b",75.2135392458047,"2008"
"Electric Utilities",2008,"TX","JOHN","CARTER","31","JOHN CARTER","R",15124,0.0274998318081,549967,1,175563,0.6027,"Utilities","","","",1,9,558117,0.985397327083748,60,"Utilities",868.722424,"Values0910b",20.2021137168348,"2008"
"Misc Business",2008,"TX","BRIAN","RUIZ","31","BRIAN P RUIZ","D",500,0.0613496932515,8150,0,106559,0.3658,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,4,558117,0.0146026729162523,58,"Materials",1292.213892,"Values0910b",55.1354439841035,"2008"
"Food & Beverage",2008,"TX","BRIAN","RUIZ","31","BRIAN P RUIZ","D",1000,0.122699386503,8150,0,106559,0.3658,"Consumer Staples","","","",0,3,558117,0.0146026729162523,52,"Consumer Staples",1276.894906,"Values0910b",41.7387671770374,"2008"
"Air Transport",2008,"TX","JOHN","CARTER","31","JOHN CARTER","R",64800,0.1178252513332,549967,1,175563,0.6027,"Industrials","","","",1,4,558117,0.985397327083748,56,"Industrials",2926.302946,"Values0910b",61.0940080095609,"2008"
"Commercial Banks",2008,"TX","JOHN","CARTER","31","JOHN CARTER","R",44100,0.0801866293796,549967,1,175563,0.6027,"Financials","","","",1,6,558117,0.985397327083748,54,"Financials",3368.140109,"Values0910b",50.7751611207871,"2008"
"Air Transport",2008,"TX","PETE","SESSIONS","32","PETE SESSIONS","R",27050,0.0236576988974,1143391,1,116283,0.5725,"Industrials","","","",1,7,1210231,0.944770874320688,56,"Industrials",2926.302946,"Values0910b",61.0940080095609,"2008"
"Electric Utilities",2008,"TX","PETE","SESSIONS","32","PETE SESSIONS","R",24500,0.0214274906834,1143391,1,116283,0.5725,"Utilities","","","",1,8,1210231,0.944770874320688,60,"Utilities",868.722424,"Values0910b",20.2021137168348,"2008"
"Oil & Gas",2008,"TX","ERIC","ROBERSON","32","ERIC NELSON ROBERSON","D",250,0.00374027528426,66840,0,82406,0.4057,"Energy","","","",0,6,1210231,0.0552291256793125,53,"Energy",1891.171767,"Values0910b",75.2135392458047,"2008"
"Oil & Gas",2008,"TX","PETE","SESSIONS","32","PETE SESSIONS","R",77350,0.0676496491576,1143391,1,116283,0.5725,"Energy","","","",1,5,1210231,0.944770874320688,53,"Energy",1891.171767,"Values0910b",75.2135392458047,"2008"
"Electronics Mfg & Services",2008,"TX","ERIC","ROBERSON","32","ERIC NELSON ROBERSON","D",2300,0.0344105326152,66840,0,82406,0.4057,"Information Technology","Consumer Discretionary","","",0,4,1210231,0.0552291256793125,57,"Information Technology",2198.654219,"Values0910b",85.8408164233891,"2008"
"Pharmaceuticals/Health Products",2008,"TX","PETE","SESSIONS","32","PETE SESSIONS","R",32300,0.0282493040438,1143391,1,116283,0.5725,"Health Care","","","",1,6,1210231,0.944770874320688,55,"Health Care",2407.059799,"Values0910b",53.6358425321062,"2008"
"Hospitals/Nursing Homes",2008,"TX","ERIC","ROBERSON","32","ERIC NELSON ROBERSON","D",500,0.00748055056852,66840,0,82406,0.4057,"Health Care","","","",0,5,1210231,0.0552291256793125,55,"Health Care",2407.059799,"Values0910b",53.6358425321062,"2008"
"Telephone Utilities",2008,"TX","GLENN","MELANCON","4","GLENN MELANCON","D",850,0.0216010165184,39350,0,88067,0.2928,"Telecommunication Services","","","",0,7,706106,0.0557281767893206,59,"Telecommunication Services",104.162058,"Values0910b",48.6155909399014,"2008"
"Health Services/HMOs",2008,"TX","GLENN","MELANCON","4","GLENN MELANCON","D",2300,0.0584498094028,39350,0,88067,0.2928,"Health Care","","","",0,4,706106,0.0557281767893206,55,"Health Care",2407.059799,"Values0910b",53.6358425321062,"2008"
"Chemical & Related Manufacturing",2008,"TX","RALPH","HALL","4","RALPH HALL","R",23850,0.0357702067923,666756,1,206906,0.688,"Materials","","","",1,9,706106,0.944271823210679,58,"Materials",1292.213892,"Values0910b",55.1354439841035,"2008"
"Electric Utilities",2008,"TX","RALPH","HALL","4","RALPH HALL","R",70425,0.105623346472,666756,1,206906,0.688,"Utilities","","","",1,4,706106,0.944271823210679,60,"Utilities",868.722424,"Values0910b",20.2021137168348,"2008"
"Home Builders",2008,"TX","GLENN","MELANCON","4","GLENN MELANCON","D",1150,0.0292249047014,39350,0,88067,0.2928,"Industrials","","","",0,5,706106,0.0557281767893206,56,"Industrials",2926.302946,"Values0910b",61.0940080095609,"2008"
"Misc Finance",2008,"TX","GLENN","MELANCON","4","GLENN MELANCON","D",2500,0.06353240152478,39350,0,88067,0.2928,"Financials","","","",0,3,706106,0.0557281767893206,54,"Financials",3368.140109,"Values0910b",50.7751611207871,"2008"
"Commercial Banks",2008,"TX","RALPH","HALL","4","RALPH HALL","R",38700,0.0580422223422,666756,1,206906,0.688,"Financials","","","",1,7,706106,0.944271823210679,54,"Financials",3368.140109,"Values0910b",50.7751611207871,"2008"
"Air Transport",2008,"TX","RALPH","HALL","4","RALPH HALL","R",59100,0.0886381224915,666756,1,206906,0.688,"Industrials","","","",1,6,706106,0.944271823210679,56,"Industrials",2926.302946,"Values0910b",61.0940080095609,"2008"
"Misc Business",2008,"TX","GLENN","MELANCON","4","GLENN MELANCON","D",500,0.012706480305,39350,0,88067,0.2928,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,8,706106,0.0557281767893206,58,"Materials",1292.213892,"Values0910b",55.1354439841035,"2008"
"Agricultural Services/Products",2008,"TX","RALPH","HALL","4","RALPH HALL","R",35650,0.0534678353101,666756,1,206906,0.688,"Consumer Staples","","","",1,8,706106,0.944271823210679,52,"Consumer Staples",1276.894906,"Values0910b",41.7387671770374,"2008"
"Oil & Gas",2008,"TX","RALPH","HALL","4","RALPH HALL","R",83649,0.125456688804,666756,1,206906,0.688,"Energy","","","",1,3,706106,0.944271823210679,53,"Energy",1891.171767,"Values0910b",75.2135392458047,"2008"
"Oil & Gas",2008,"TX","JEB","HENSARLING","5","JEB HENSARLING","R",63450,0.0584798555561,1084989,1,162894,0.8359,"Energy","","","",1,4,1084989,1,53,"Energy",1891.171767,"Values0910b",75.2135392458047,"2008"
"Building Materials & Equipment",2008,"TX","JEB","HENSARLING","5","JEB HENSARLING","R",16750,0.0154379445322,1084989,1,162894,0.8359,"Materials","Industrials","","",1,7,1084989,1,58,"Materials",1292.213892,"Values0910b",55.1354439841035,"2008"
"Home Builders",2008,"TX","JEB","HENSARLING","5","JEB HENSARLING","R",18200,0.0167743636111,1084989,1,162894,0.8359,"Industrials","","","",1,6,1084989,1,56,"Industrials",2926.302946,"Values0910b",61.0940080095609,"2008"
