OPENSECRETS.INDUSTRY,YEAR,STATE,FIRST,LAST,DISTRICT,CANDIDATE,PARTY,AMOUNT,INDUSTRYPERCENT,CANDTOTAL,INCUMBENT,VOTES,PERCENT,PRIMARY.INDUSTRY,SECONDARY.INDUSTRY1,SECONDARY.INDUSTRY2,SECONDARY.INDUSTRY3,WINNER,indrank,TotalRaceFunds,RaceFundPerc,X,Sector,AdjClose,Group,YrPercentChange,RelYear
Insurance,2006,MI,SANDER,LEVIN,12,SANDER LEVIN,D,65350,0.138160969,472999,1,168494,0.7017,Financials,,,,1,3,472999,1,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Crop Production & Basic Processing,2006,MI,SANDER,LEVIN,12,SANDER LEVIN,D,8500,0.01797044,472999,1,168494,0.7017,Consumer Staples,,,,1,7,472999,1,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
Electric Utilities,2006,MI,SANDER,LEVIN,12,SANDER LEVIN,D,9000,0.019027524,472999,1,168494,0.7017,Utilities,,,,1,6,472999,1,40,Utilities,722.718093,Values0708b,-0.146561779,2006
Automotive,2006,MI,SANDER,LEVIN,12,SANDER LEVIN,D,43500,0.091966368,472999,1,168494,0.7017,Consumer Discretionary,,,,1,4,472999,1,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Hospitals/Nursing Homes,2006,MI,SANDER,LEVIN,12,SANDER LEVIN,D,10300,0.021775945,472999,1,168494,0.7017,Health Care,,,,1,5,472999,1,35,Health Care,1537.860627,Values0708b,-0.170820251,2006
Electric Utilities,2006,MI,CAROLYN,KILPATRICK,13,CAROLYN CHEEKS KILPATRICK,D,11900,0.033218882,358230,1,126308,0.9999,Utilities,,,,1,6,358230,1,40,Utilities,722.718093,Values0708b,-0.146561779,2006
Automotive,2006,MI,CAROLYN,KILPATRICK,13,CAROLYN CHEEKS KILPATRICK,D,37245,0.103969517,358230,1,126308,0.9999,Consumer Discretionary,,,,1,3,358230,1,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Hospitals/Nursing Homes,2006,MI,CAROLYN,KILPATRICK,13,CAROLYN CHEEKS KILPATRICK,D,5750,0.01605114,358230,1,126308,0.9999,Health Care,,,,1,8,358230,1,35,Health Care,1537.860627,Values0708b,-0.170820251,2006
Commercial Banks,2006,MI,CAROLYN,KILPATRICK,13,CAROLYN CHEEKS KILPATRICK,D,23750,0.066298188,358230,1,126308,0.9999,Financials,,,,1,4,358230,1,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Air Transport,2006,MI,CAROLYN,KILPATRICK,13,CAROLYN CHEEKS KILPATRICK,D,21000,0.058621556,358230,1,126308,0.9999,Industrials,,,,1,5,358230,1,36,Industrials,1805.288503,Values0708b,-0.196719012,2006
"Beer, Wine & Liquor",2006,MI,CAROLYN,KILPATRICK,13,CAROLYN CHEEKS KILPATRICK,D,9500,0.026519275,358230,1,126308,0.9999,Consumer Staples,,,,1,7,358230,1,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
Telecom Services & Equipment,2006,MI,JOHN,CONYERS,14,JOHN CONYERS JR,D,29850,0.053994606,552833,1,158755,0.853,Telecommunication Services,,,,1,4,552833,1,39,Telecommunication Services,70.088244,Values0708b,-0.178153769,2006
Pharmaceuticals/Health Products,2006,MI,JOHN,CONYERS,14,JOHN CONYERS JR,D,15700,0.028399173,552833,1,158755,0.853,Health Care,,,,1,5,552833,1,35,Health Care,1537.860627,Values0708b,-0.170820251,2006
Automotive,2006,MI,JOHN,CONYERS,14,JOHN CONYERS JR,D,124883,0.225896428,552833,1,158755,0.853,Consumer Discretionary,,,,1,3,552833,1,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Telecom Services & Equipment,2006,MI,JOHN,DINGELL,15,JOHN D DINGELL,D,73500,0.06240549,1177781,1,181946,0.8795,Telecommunication Services,,,,1,6,1177781,1,39,Telecommunication Services,70.088244,Values0708b,-0.178153769,2006
Insurance,2006,MI,JOHN,DINGELL,15,JOHN D DINGELL,D,63750,0.05412721,1177781,1,181946,0.8795,Financials,,,,1,7,1177781,1,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Hospitals/Nursing Homes,2006,MI,JOHN,DINGELL,15,JOHN D DINGELL,D,145950,0.123919472,1177781,1,181946,0.8795,Health Care,,,,1,5,1177781,1,35,Health Care,1537.860627,Values0708b,-0.170820251,2006
Automotive,2006,MI,JOHN,DINGELL,15,JOHN D DINGELL,D,197850,0.167985389,1177781,1,181946,0.8795,Consumer Discretionary,,,,1,2,1177781,1,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
"Beer, Wine & Liquor",2006,MI,JOHN,DINGELL,15,JOHN D DINGELL,D,19500,0.016556558,1177781,1,181946,0.8795,Consumer Staples,,,,1,9,1177781,1,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
Oil & Gas,2006,MI,JOHN,DINGELL,15,JOHN D DINGELL,D,33500,0.028443318,1177781,1,181946,0.8795,Energy,,,,1,8,1177781,1,33,Energy,1067.548045,Values0708b,-0.208056602,2006
Electric Utilities,2006,MI,JOHN,DINGELL,15,JOHN D DINGELL,D,153607,0.130420681,1177781,1,181946,0.8795,Utilities,,,,1,4,1177781,1,40,Utilities,722.718093,Values0708b,-0.146561779,2006
Insurance,2006,MI,PETER,HOEKSTRA,2,PETER HOEKSTRA,R,23690,0.062270985,380434,1,183006,0.6645,Financials,,,,1,6,385934,0.985748859,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Air Transport,2006,MI,PETER,HOEKSTRA,2,PETER HOEKSTRA,R,95594,0.251276174,380434,1,183006,0.6645,Industrials,,,,1,1,385934,0.985748859,36,Industrials,1805.288503,Values0708b,-0.196719012,2006
Electric Utilities,2006,MI,PETER,HOEKSTRA,2,PETER HOEKSTRA,R,12480,0.032804639,380434,1,183006,0.6645,Utilities,,,,1,7,385934,0.985748859,40,Utilities,722.718093,Values0708b,-0.146561779,2006
Automotive,2006,MI,PETER,HOEKSTRA,2,PETER HOEKSTRA,R,66175,0.173946072,380434,1,183006,0.6645,Consumer Discretionary,,,,1,2,385934,0.985748859,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
"Beer, Wine & Liquor",2006,MI,PETER,HOEKSTRA,2,PETER HOEKSTRA,R,58950,0.154954604,380434,1,183006,0.6645,Consumer Staples,,,,1,4,385934,0.985748859,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
Air Transport,2006,MI,VERNON,EHLERS,3,VERNON J EHLERS,R,48240,0.18957048,254470,1,171212,0.631,Industrials,,,,1,2,263520,0.965657256,36,Industrials,1805.288503,Values0708b,-0.196719012,2006
Pharmaceuticals/Health Products,2006,MI,VERNON,EHLERS,3,VERNON J EHLERS,R,9650,0.037921955,254470,1,171212,0.631,Health Care,,,,1,7,263520,0.965657256,35,Health Care,1537.860627,Values0708b,-0.170820251,2006
Automotive,2006,MI,VERNON,EHLERS,3,VERNON J EHLERS,R,47900,0.188234369,254470,1,171212,0.631,Consumer Discretionary,,,,1,3,263520,0.965657256,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Food Processing & Sales,2006,MI,VERNON,EHLERS,3,VERNON J EHLERS,R,5500,0.02161355,254470,1,171212,0.631,Consumer Staples,,,,1,9,263520,0.965657256,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
Insurance,2006,MI,VERNON,EHLERS,3,VERNON J EHLERS,R,18500,0.072700122,254470,1,171212,0.631,Financials,,,,1,5,263520,0.965657256,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Electric Utilities,2006,MI,VERNON,EHLERS,3,VERNON J EHLERS,R,10120,0.039768932,254470,1,171212,0.631,Utilities,,,,1,6,263520,0.965657256,40,Utilities,722.718093,Values0708b,-0.146561779,2006
Building Materials & Equipment,2006,MI,VERNON,EHLERS,3,VERNON J EHLERS,R,5750,0.022595984,254470,1,171212,0.631,Materials,Industrials,,,1,8,263520,0.965657256,38,Materials,832.958516,Values0708b,-0.166289459,2006
Misc Manufacturing & Distributing,2006,MI,MICHAEL,HUCKLEBERRY,4,MICHAEL RAY HUCKLEBERRY,D,240,0.009992922,24017,0,100260,0.3794,Consumer Discretionary,Materials,Consumer Staples,Industrials,0,5,756395,0.031751929,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Electric Utilities,2006,MI,DAVE,CAMP,4,DAVE CAMP,R,66298,0.090524292,732378,1,160041,0.6057,Utilities,,,,1,6,756395,0.968248071,40,Utilities,722.718093,Values0708b,-0.146561779,2006
Misc Health,2006,MI,MICHAEL,HUCKLEBERRY,4,MICHAEL RAY HUCKLEBERRY,D,247,0.010284382,24017,0,100260,0.3794,Health Care,,,,0,4,756395,0.031751929,35,Health Care,1537.860627,Values0708b,-0.170820251,2006
Oil & Gas,2006,MI,DAVE,CAMP,4,DAVE CAMP,R,17750,0.024236119,732378,1,160041,0.6057,Energy,,,,1,9,756395,0.968248071,33,Energy,1067.548045,Values0708b,-0.208056602,2006
Health Services/HMOs,2006,MI,DAVE,CAMP,4,DAVE CAMP,R,104646,0.142885231,732378,1,160041,0.6057,Health Care,,,,1,3,756395,0.968248071,35,Health Care,1537.860627,Values0708b,-0.170820251,2006
Air Transport,2006,MI,DAVE,CAMP,4,DAVE CAMP,R,51718,0.07061654,732378,1,160041,0.6057,Industrials,,,,1,7,756395,0.968248071,36,Industrials,1805.288503,Values0708b,-0.196719012,2006
Automotive,2006,MI,DAVE,CAMP,4,DAVE CAMP,R,116933,0.159662087,732378,1,160041,0.6057,Consumer Discretionary,,,,1,2,756395,0.968248071,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Crop Production & Basic Processing,2006,MI,MICHAEL,HUCKLEBERRY,4,MICHAEL RAY HUCKLEBERRY,D,830,0.034558854,24017,0,100260,0.3794,Consumer Staples,,,,0,3,756395,0.031751929,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
Commercial Banks,2006,MI,DAVE,CAMP,4,DAVE CAMP,R,168504,0.230077911,732378,1,160041,0.6057,Financials,,,,1,1,756395,0.968248071,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Chemical & Related Manufacturing,2006,MI,DAVE,CAMP,4,DAVE CAMP,R,19249,0.026282876,732378,1,160041,0.6057,Materials,,,,1,8,756395,0.968248071,38,Materials,832.958516,Values0708b,-0.166289459,2006
Electric Utilities,2006,MI,DALE,KILDEE,5,DALE E KILDEE,D,7000,0.017536827,399160,1,176171,0.7289,Utilities,,,,1,5,399910,0.998124578,40,Utilities,722.718093,Values0708b,-0.146561779,2006
Automotive,2006,MI,DALE,KILDEE,5,DALE E KILDEE,D,132300,0.331446037,399160,1,176171,0.7289,Consumer Discretionary,,,,1,2,399910,0.998124578,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Chemical & Related Manufacturing,2006,MI,DALE,KILDEE,5,DALE E KILDEE,D,4000,0.010021044,399160,1,176171,0.7289,Materials,,,,1,7,399910,0.998124578,38,Materials,832.958516,Values0708b,-0.166289459,2006
Hospitals/Nursing Homes,2006,MI,DALE,KILDEE,5,DALE E KILDEE,D,6500,0.016284197,399160,1,176171,0.7289,Health Care,,,,1,6,399910,0.998124578,35,Health Care,1537.860627,Values0708b,-0.170820251,2006
Crop Production & Basic Processing,2006,MI,DALE,KILDEE,5,DALE E KILDEE,D,10500,0.026305241,399160,1,176171,0.7289,Consumer Staples,,,,1,4,399910,0.998124578,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
Commercial Banks,2006,MI,FRED,UPTON,6,FRED UPTON,R,33690,0.041294761,815842,1,142125,0.6059,Financials,,,,1,7,869139,0.938678393,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Commercial Banks,2006,MI,KIM,CLARK,6,KIM L CLARK,D,1350,0.025329756,53297,0,88978,0.3793,Financials,,,,0,4,869139,0.061321607,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Business Services,2006,MI,KIM,CLARK,6,KIM L CLARK,D,4994,0.093701334,53297,0,88978,0.3793,Consumer Discretionary,Industrials,,,0,3,869139,0.061321607,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Defense Aerospace,2006,MI,FRED,UPTON,6,FRED UPTON,R,10000,0.012257275,815842,1,142125,0.6059,Industrials,,,,1,10,869139,0.938678393,36,Industrials,1805.288503,Values0708b,-0.196719012,2006
Electric Utilities,2006,MI,FRED,UPTON,6,FRED UPTON,R,57751,0.070786991,815842,1,142125,0.6059,Utilities,,,,1,6,869139,0.938678393,40,Utilities,722.718093,Values0708b,-0.146561779,2006
Food & Beverage,2006,MI,KIM,CLARK,6,KIM L CLARK,D,550,0.01031953,53297,0,88978,0.3793,Consumer Staples,,,,0,5,869139,0.061321607,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
Oil & Gas,2006,MI,FRED,UPTON,6,FRED UPTON,R,14200,0.017405331,815842,1,142125,0.6059,Energy,,,,1,8,869139,0.938678393,33,Energy,1067.548045,Values0708b,-0.208056602,2006
Pharmaceuticals/Health Products,2006,MI,FRED,UPTON,6,FRED UPTON,R,58950,0.072256638,815842,1,142125,0.6059,Health Care,,,,1,5,869139,0.938678393,35,Health Care,1537.860627,Values0708b,-0.170820251,2006
Automotive,2006,MI,FRED,UPTON,6,FRED UPTON,R,192330,0.235744176,815842,1,142125,0.6059,Consumer Discretionary,,,,1,2,869139,0.938678393,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Telecom Services & Equipment,2006,MI,FRED,UPTON,6,FRED UPTON,R,109350,0.134033305,815842,1,142125,0.6059,Telecommunication Services,,,,1,4,869139,0.938678393,39,Telecommunication Services,70.088244,Values0708b,-0.178153769,2006
"Beer, Wine & Liquor",2006,MI,FRED,UPTON,6,FRED UPTON,R,13500,0.016547322,815842,1,142125,0.6059,Consumer Staples,,,,1,9,869139,0.938678393,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
Computers/Internet,2006,MI,SHARON,RENIER,7,SHARON MARIE RENIER,D,500,0.017286085,28925,0,112665,0.4598,Consumer Discretionary,Information Technology,,,0,4,772782,0.037429702,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Food & Beverage,2006,MI,TIM,WALBERG,7,TIM WALBERG,R,17200,0.023122724,743857,0,122348,0.4993,Consumer Staples,,,,1,5,772782,0.962570298,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
Commercial Banks,2006,MI,TIM,WALBERG,7,TIM WALBERG,R,68900,0.09262533,743857,0,122348,0.4993,Financials,,,,1,2,772782,0.962570298,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Agricultural Services/Products,2006,MI,SHARON,RENIER,7,SHARON MARIE RENIER,D,250,0.008643042,28925,0,112665,0.4598,Consumer Staples,,,,0,5,772782,0.037429702,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
Automotive,2006,MI,TIM,WALBERG,7,TIM WALBERG,R,21500,0.028903405,743857,0,122348,0.4993,Consumer Discretionary,,,,1,4,772782,0.962570298,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Misc Business,2006,MI,TIM,WALBERG,7,TIM WALBERG,R,13950,0.018753605,743857,0,122348,0.4993,Materials,Consumer Discretionary,Consumer Staples,Industrials,1,6,772782,0.962570298,38,Materials,832.958516,Values0708b,-0.166289459,2006
Electric Utilities,2006,MI,TIM,WALBERG,7,TIM WALBERG,R,9000,0.0120991,743857,0,122348,0.4993,Utilities,,,,1,7,772782,0.962570298,40,Utilities,722.718093,Values0708b,-0.146561779,2006
Misc Business,2006,MI,SHARON,RENIER,7,SHARON MARIE RENIER,D,2100,0.072601556,28925,0,112665,0.4598,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,3,772782,0.037429702,38,Materials,832.958516,Values0708b,-0.166289459,2006
Construction Services,2006,MI,SHARON,RENIER,7,SHARON MARIE RENIER,D,3600,0.12445981,28925,0,112665,0.4598,Industrials,,,,0,2,772782,0.037429702,36,Industrials,1805.288503,Values0708b,-0.196719012,2006
"Beer, Wine & Liquor",2006,MI,MIKE,ROGERS,8,MIKE ROGERS,R,49000,0.063678871,769486,1,157237,0.5527,Consumer Staples,,,,1,6,1041979,0.738485133,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
Electric Utilities,2006,MI,MIKE,ROGERS,8,MIKE ROGERS,R,47899,0.062248046,769486,1,157237,0.5527,Utilities,,,,1,7,1041979,0.738485133,40,Utilities,722.718093,Values0708b,-0.146561779,2006
Misc Finance,2006,MI,JAMES,MARCINKOWSKI,8,JAMES MARCINKOWSKI,D,2800,0.010275493,272493,0,122107,0.4292,Financials,,,,0,6,1041979,0.261514867,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Casinos/Gambling,2006,MI,JAMES,MARCINKOWSKI,8,JAMES MARCINKOWSKI,D,3500,0.012844367,272493,0,122107,0.4292,Consumer Discretionary,,,,0,4,1041979,0.261514867,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Misc Business,2006,MI,JAMES,MARCINKOWSKI,8,JAMES MARCINKOWSKI,D,5100,0.018716077,272493,0,122107,0.4292,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,3,1041979,0.261514867,38,Materials,832.958516,Values0708b,-0.166289459,2006
Oil & Gas,2006,MI,MIKE,ROGERS,8,MIKE ROGERS,R,32700,0.0424959,769486,1,157237,0.5527,Energy,,,,1,8,1041979,0.738485133,33,Energy,1067.548045,Values0708b,-0.208056602,2006
Chemical & Related Manufacturing,2006,MI,MIKE,ROGERS,8,MIKE ROGERS,R,19700,0.025601505,769486,1,157237,0.5527,Materials,,,,1,9,1041979,0.738485133,38,Materials,832.958516,Values0708b,-0.166289459,2006
Food & Beverage,2006,MI,JAMES,MARCINKOWSKI,8,JAMES MARCINKOWSKI,D,3450,0.012660876,272493,0,122107,0.4292,Consumer Staples,,,,0,5,1041979,0.261514867,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
Hospitals/Nursing Homes,2006,MI,MIKE,ROGERS,8,MIKE ROGERS,R,99489,0.129292801,769486,1,157237,0.5527,Health Care,,,,1,5,1041979,0.738485133,35,Health Care,1537.860627,Values0708b,-0.170820251,2006
Automotive,2006,MI,MIKE,ROGERS,8,MIKE ROGERS,R,136705,0.177657553,769486,1,157237,0.5527,Consumer Discretionary,,,,1,2,1041979,0.738485133,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Commercial Banks,2006,MI,MIKE,ROGERS,8,MIKE ROGERS,R,119100,0.154778644,769486,1,157237,0.5527,Financials,,,,1,3,1041979,0.738485133,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Automotive,2006,MI,NANCY,SKINNER,9,NANCY SKINNER,D,20469,0.094237728,217206,0,127620,0.4621,Consumer Discretionary,,,,0,3,1753198,0.123891312,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Misc Finance,2006,MI,NANCY,SKINNER,9,NANCY SKINNER,D,11450,0.052714934,217206,0,127620,0.4621,Financials,,,,0,5,1753198,0.123891312,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Automotive,2006,MI,JOE,KNOLLENBERG,9,JOE KNOLLENBERG,R,313592,0.204162522,1535992,1,142390,0.5156,Consumer Discretionary,,,,1,2,1753198,0.876108688,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Air Transport,2006,MI,JOE,KNOLLENBERG,9,JOE KNOLLENBERG,R,224987,0.146476674,1535992,1,142390,0.5156,Industrials,,,,1,3,1753198,0.876108688,36,Industrials,1805.288503,Values0708b,-0.196719012,2006
Misc Business,2006,MI,NANCY,SKINNER,9,NANCY SKINNER,D,11850,0.054556504,217206,0,127620,0.4621,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,4,1753198,0.123891312,38,Materials,832.958516,Values0708b,-0.166289459,2006
Commercial Banks,2006,MI,JOE,KNOLLENBERG,9,JOE KNOLLENBERG,R,100450,0.065397476,1535992,1,142390,0.5156,Financials,,,,1,5,1753198,0.876108688,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Building Materials & Equipment,2006,MI,JOE,KNOLLENBERG,9,JOE KNOLLENBERG,R,31250,0.020345158,1535992,1,142390,0.5156,Materials,Industrials,,,1,7,1753198,0.876108688,38,Materials,832.958516,Values0708b,-0.166289459,2006
Electric Utilities,2006,MI,JOE,KNOLLENBERG,9,JOE KNOLLENBERG,R,53000,0.034505388,1535992,1,142390,0.5156,Utilities,,,,1,6,1753198,0.876108688,40,Utilities,722.718093,Values0708b,-0.146561779,2006
Automotive,2006,MI,DEBBIE,STABENOW,S,DEBBIE STABENOW,D,606218,0.100430669,6036184,1,2151278,0.5691,Consumer Discretionary,,,,1,4,8817005,0.684607075,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Misc Business,2006,MI,MICHAEL,BOUCHARD,S,MICHAEL J BOUCHARD,R,52096,0.018742798,2779521,0,1559597,0.4126,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,8,8817005,0.315245483,38,Materials,832.958516,Values0708b,-0.166289459,2006
Pharmaceuticals/Health Products,2006,MI,MICHAEL,BOUCHARD,S,MICHAEL J BOUCHARD,R,58500,0.021046792,2779521,0,1559597,0.4126,Health Care,,,,0,7,8817005,0.315245483,35,Health Care,1537.860627,Values0708b,-0.170820251,2006
Commercial Banks,2006,MI,DEBBIE,STABENOW,S,DEBBIE STABENOW,D,733050,0.12144262,6036184,1,2151278,0.5691,Financials,,,,1,3,8817005,0.684607075,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Commercial Banks,2006,MI,MICHAEL,BOUCHARD,S,MICHAEL J BOUCHARD,R,379042,0.13636954,2779521,0,1559597,0.4126,Financials,,,,0,4,8817005,0.315245483,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Automotive,2006,MI,MICHAEL,BOUCHARD,S,MICHAEL J BOUCHARD,R,433701,0.156034439,2779521,0,1559597,0.4126,Consumer Discretionary,,,,0,3,8817005,0.315245483,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Food Processing & Sales,2006,MI,MICHAEL,BOUCHARD,S,MICHAEL J BOUCHARD,R,88250,0.031750075,2779521,0,1559597,0.4126,Consumer Staples,,,,0,5,8817005,0.315245483,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
Misc Business,2006,MI,DEBBIE,STABENOW,S,DEBBIE STABENOW,D,114234,0.01892487,6036184,1,2151278,0.5691,Materials,Consumer Discretionary,Consumer Staples,Industrials,1,6,8817005,0.684607075,38,Materials,832.958516,Values0708b,-0.166289459,2006
Oil & Gas,2006,MI,MICHAEL,BOUCHARD,S,MICHAEL J BOUCHARD,R,66410,0.023892606,2779521,0,1559597,0.4126,Energy,,,,0,6,8817005,0.315245483,33,Energy,1067.548045,Values0708b,-0.208056602,2006
Hospitals/Nursing Homes,2006,MI,DEBBIE,STABENOW,S,DEBBIE STABENOW,D,194949,0.032296729,6036184,1,2151278,0.5691,Health Care,,,,1,5,8817005,0.684607075,35,Health Care,1537.860627,Values0708b,-0.170820251,2006
Automotive,2006,MI,SOLE,SOLE,S,DAVID SOLE,I,700,0.538461538,1300,0,23890,0.0063,Consumer Discretionary,,,,0,1,8817005,0.000147442,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Automotive,2006,MN,GIL,GUTKNECHT,1,GIL GUTKNECHT,R,64975,0.095677822,679102,1,126486,0.4712,Consumer Discretionary,,,,0,4,1344336,0.505157937,31,Consumer Discretionary,1486.952853,Values0708b,-0.382718022,2006
Electric Utilities,2006,MN,GIL,GUTKNECHT,1,GIL GUTKNECHT,R,17000,0.025033058,679102,1,126486,0.4712,Utilities,,,,0,7,1344336,0.505157937,40,Utilities,722.718093,Values0708b,-0.146561779,2006
Crop Production & Basic Processing,2006,MN,TIMOTHY,WALZ,1,TIMOTHY J WALZ,D,17000,0.025554918,665234,0,141556,0.5274,Consumer Staples,,,,1,4,1344336,0.494842063,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
Commercial Banks,2006,MN,GIL,GUTKNECHT,1,GIL GUTKNECHT,R,47300,0.069650804,679102,1,126486,0.4712,Financials,,,,0,5,1344336,0.505157937,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Hospitals/Nursing Homes,2006,MN,TIMOTHY,WALZ,1,TIMOTHY J WALZ,D,11800,0.017738119,665234,0,141556,0.5274,Health Care,,,,1,5,1344336,0.494842063,35,Health Care,1537.860627,Values0708b,-0.170820251,2006
Securities & Investment,2006,MN,TIMOTHY,WALZ,1,TIMOTHY J WALZ,D,11700,0.017587796,665234,0,141556,0.5274,Financials,,,,1,6,1344336,0.494842063,34,Financials,2225.069963,Values0708b,-0.610111146,2006
Telephone Utilities,2006,MN,GIL,GUTKNECHT,1,GIL GUTKNECHT,R,29700,0.043734225,679102,1,126486,0.4712,Telecommunication Services,,,,0,6,1344336,0.505157937,39,Telecommunication Services,70.088244,Values0708b,-0.178153769,2006
Agricultural Services/Products,2006,MN,GIL,GUTKNECHT,1,GIL GUTKNECHT,R,213717,0.314705302,679102,1,126486,0.4712,Consumer Staples,,,,0,1,1344336,0.505157937,32,Consumer Staples,841.080984,Values0708b,-0.118594484,2006
