OPENSECRETS.INDUSTRY,YEAR,STATE,FIRST,LAST,DISTRICT,CANDIDATE,PARTY,AMOUNT,INDUSTRYPERCENT,CANDTOTAL,INCUMBENT,VOTES,PERCENT,PRIMARY.INDUSTRY,SECONDARY.INDUSTRY1,SECONDARY.INDUSTRY2,SECONDARY.INDUSTRY3,WINNER,TotalRaceFunds,RaceFundPerc,CANDTOTALLEVEL,VOTESLEVEL,INDRANK,X,Sector,AdjClose,Group,YrPercentChange,RelYear
Business Services,2010,CA,BETH,KROM,48,BETH KROM,D,27297,0.084911735,321475,0,88465,0.3645,Consumer Discretionary,Industrials,,,0,1169690,0.274837778,Very Low,Mid-Low,4,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Insurance,2010,CA,BETH,KROM,48,BETH KROM,D,35050,0.109028696,321475,0,88465,0.3645,Financials,,,,0,1169690,0.274837778,Very Low,Mid-Low,3,74,Financials,3888.64132,Values1112b,0.154536686,2010
Oil & Gas,2010,CA,DARRELL,ISSA,49,DARRELL ISSA,R,46250,0.063859429,724247,1,119088,0.6278,Energy,,,,1,727079,0.996104962,Mid-Low,Mid-Low,7,73,Energy,1889.559322,Values1112b,-0.01942406,2010
Misc Business,2010,CA,HOWARD,KATZ,49,HOWARD LOUIS KATZ,D,235,0.082980226,2832,0,59714,0.3148,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,727079,0.003895038,Very Low,Very Low,3,78,Materials,1588.156648,Values1112b,0.205756415,2010
Computers/Internet,2010,CA,HOWARD,KATZ,49,HOWARD LOUIS KATZ,D,500,0.176553672,2832,0,59714,0.3148,Consumer Discretionary,Information Technology,,,0,727079,0.003895038,Very Low,Very Low,2,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Construction Services,2010,CA,DARRELL,ISSA,49,DARRELL ISSA,R,65460,0.090383529,724247,1,119088,0.6278,Industrials,,,,1,727079,0.996104962,Mid-Low,Mid-Low,6,76,Industrials,3400.624114,Values1112b,0.16208888,2010
Pharmaceuticals/Health Products,2010,CA,DARRELL,ISSA,49,DARRELL ISSA,R,72500,0.10010397,724247,1,119088,0.6278,Health Care,,,,1,727079,0.996104962,Mid-Low,Mid-Low,5,75,Health Care,3406.316132,Values1112b,0.400185967,2010
Automotive,2010,CA,DARRELL,ISSA,49,DARRELL ISSA,R,193753,0.267523373,724247,1,119088,0.6278,Consumer Discretionary,,,,1,727079,0.996104962,Mid-Low,Mid-Low,1,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
"Beer, Wine & Liquor",2010,CA,DARRELL,ISSA,49,DARRELL ISSA,R,23000,0.031757122,724247,1,119088,0.6278,Consumer Staples,,,,1,727079,0.996104962,Mid-Low,Mid-Low,9,72,Consumer Staples,1733.876594,Values1112b,0.299364514,2010
Accountants,2010,CA,DARRELL,ISSA,49,DARRELL ISSA,R,81000,0.111840298,724247,1,119088,0.6278,Financials,,,,1,727079,0.996104962,Mid-Low,Mid-Low,4,74,Financials,3888.64132,Values1112b,0.154536686,2010
Electric Utilities,2010,CA,DARRELL,ISSA,49,DARRELL ISSA,R,27750,0.038315658,724247,1,119088,0.6278,Utilities,,,,1,727079,0.996104962,Mid-Low,Mid-Low,8,80,Utilities,1065.691899,Values1112b,0.22673465,2010
Telecom Services & Equipment,2010,CA,DORIS,MATSUI,5,DORIS O MATSUI,D,40150,0.070709152,567819,1,124220,0.7205,Telecommunication Services,,,,1,571509,0.993543409,Mid-Low,Mid-Low,6,79,Telecommunication Services,112.519055,Values1112b,0.080230721,2010
Insurance,2010,CA,DORIS,MATSUI,5,DORIS O MATSUI,D,46800,0.082420631,567819,1,124220,0.7205,Financials,,,,1,571509,0.993543409,Mid-Low,Mid-Low,5,74,Financials,3888.64132,Values1112b,0.154536686,2010
"Beer, Wine & Liquor",2010,CA,DORIS,MATSUI,5,DORIS O MATSUI,D,31780,0.055968539,567819,1,124220,0.7205,Consumer Staples,,,,1,571509,0.993543409,Mid-Low,Mid-Low,7,72,Consumer Staples,1733.876594,Values1112b,0.299364514,2010
Computers/Internet,2010,CA,DORIS,MATSUI,5,DORIS O MATSUI,D,57000,0.100384101,567819,1,124220,0.7205,Consumer Discretionary,Information Technology,,,1,571509,0.993543409,Mid-Low,Mid-Low,4,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Electric Utilities,2010,CA,DORIS,MATSUI,5,DORIS O MATSUI,D,13500,0.023775182,567819,1,124220,0.7205,Utilities,,,,1,571509,0.993543409,Mid-Low,Mid-Low,8,80,Utilities,1065.691899,Values1112b,0.22673465,2010
Health Services/HMOs,2010,CA,DORIS,MATSUI,5,DORIS O MATSUI,D,57550,0.10135272,567819,1,124220,0.7205,Health Care,,,,1,571509,0.993543409,Mid-Low,Mid-Low,3,75,Health Care,3406.316132,Values1112b,0.400185967,2010
Hospitals/Nursing Homes,2010,CA,PAUL,SMITH,5,PAUL SMITH,R,200,0.054200542,3690,0,43577,0.2528,Health Care,,,,0,571509,0.006456591,Very Low,Very Low,2,75,Health Care,3406.316132,Values1112b,0.400185967,2010
Electric Utilities,2010,CA,FRANCINE,BUSBY,50,FRANCINE P BUSBY,D,4600,0.015265352,301336,0,97818,0.3896,Utilities,,,,0,1052632,0.286269085,Very Low,Mid-Low,7,80,Utilities,1065.691899,Values1112b,0.22673465,2010
Pharmaceuticals/Health Products,2010,CA,BRIAN,BILBRAY,50,BRIAN P BILBRAY,R,64075,0.085285959,751296,1,142247,0.5665,Health Care,,,,1,1052632,0.713730915,Mid-Low,Mid-High,5,75,Health Care,3406.316132,Values1112b,0.400185967,2010
Telecom Services & Equipment,2010,CA,FRANCINE,BUSBY,50,FRANCINE P BUSBY,D,7250,0.024059522,301336,0,97818,0.3896,Telecommunication Services,,,,0,1052632,0.286269085,Very Low,Mid-Low,6,79,Telecommunication Services,112.519055,Values1112b,0.080230721,2010
Misc Business,2010,CA,FRANCINE,BUSBY,50,FRANCINE P BUSBY,D,2650,0.00879417,301336,0,97818,0.3896,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,1052632,0.286269085,Very Low,Mid-Low,9,78,Materials,1588.156648,Values1112b,0.205756415,2010
Computers/Internet,2010,CA,BRIAN,BILBRAY,50,BRIAN P BILBRAY,R,74900,0.099694395,751296,1,142247,0.5665,Consumer Discretionary,Information Technology,,,1,1052632,0.713730915,Mid-Low,Mid-High,4,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Insurance,2010,CA,BRIAN,BILBRAY,50,BRIAN P BILBRAY,R,91300,0.121523341,751296,1,142247,0.5665,Financials,,,,1,1052632,0.713730915,Mid-Low,Mid-High,3,74,Financials,3888.64132,Values1112b,0.154536686,2010
Defense Electronics,2010,CA,FRANCINE,BUSBY,50,FRANCINE P BUSBY,D,2000,0.006637109,301336,0,97818,0.3896,Industrials,,,,0,1052632,0.286269085,Very Low,Mid-Low,10,76,Industrials,3400.624114,Values1112b,0.16208888,2010
Business Services,2010,CA,FRANCINE,BUSBY,50,FRANCINE P BUSBY,D,27646,0.091744763,301336,0,97818,0.3896,Consumer Discretionary,Industrials,,,0,1052632,0.286269085,Very Low,Mid-Low,3,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Electric Utilities,2010,CA,BRIAN,BILBRAY,50,BRIAN P BILBRAY,R,18250,0.024291358,751296,1,142247,0.5665,Utilities,,,,1,1052632,0.713730915,Mid-Low,Mid-High,7,80,Utilities,1065.691899,Values1112b,0.22673465,2010
Defense Electronics,2010,CA,BRIAN,BILBRAY,50,BRIAN P BILBRAY,R,31850,0.042393411,751296,1,142247,0.5665,Industrials,,,,1,1052632,0.713730915,Mid-Low,Mid-High,6,76,Industrials,3400.624114,Values1112b,0.16208888,2010
"Beer, Wine & Liquor",2010,CA,BRIAN,BILBRAY,50,BRIAN P BILBRAY,R,18050,0.024025151,751296,1,142247,0.5665,Consumer Staples,,,,1,1052632,0.713730915,Mid-Low,Mid-High,8,72,Consumer Staples,1733.876594,Values1112b,0.299364514,2010
Misc Finance,2010,CA,FRANCINE,BUSBY,50,FRANCINE P BUSBY,D,9000,0.029866992,301336,0,97818,0.3896,Financials,,,,0,1052632,0.286269085,Very Low,Mid-Low,4,74,Financials,3888.64132,Values1112b,0.154536686,2010
Pharmaceuticals/Health Products,2010,CA,FRANCINE,BUSBY,50,FRANCINE P BUSBY,D,7550,0.025055088,301336,0,97818,0.3896,Health Care,,,,0,1052632,0.286269085,Very Low,Mid-Low,5,75,Health Care,3406.316132,Values1112b,0.400185967,2010
Misc Finance,2010,CA,NICK,POPADITCH,51,NICK POPADITCH,R,6050,0.040327956,150020,0,57488,0.3995,Financials,,,,0,670920,0.22360341,Very Low,Very Low,6,74,Financials,3888.64132,Values1112b,0.154536686,2010
Defense Electronics,2010,CA,BOB,FILNER,51,BOB FILNER,D,10200,0.019581494,520900,1,86423,0.6005,Industrials,,,,1,670920,0.77639659,Mid-Low,Mid-Low,6,76,Industrials,3400.624114,Values1112b,0.16208888,2010
Misc Business,2010,CA,NICK,POPADITCH,51,NICK POPADITCH,R,9200,0.061325157,150020,0,57488,0.3995,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,670920,0.22360341,Very Low,Very Low,4,78,Materials,1588.156648,Values1112b,0.205756415,2010
Construction Services,2010,CA,NICK,POPADITCH,51,NICK POPADITCH,R,3510,0.02339688,150020,0,57488,0.3995,Industrials,,,,0,670920,0.22360341,Very Low,Very Low,8,76,Industrials,3400.624114,Values1112b,0.16208888,2010
Casinos/Gambling,2010,CA,BOB,FILNER,51,BOB FILNER,D,39000,0.074870417,520900,1,86423,0.6005,Consumer Discretionary,,,,1,670920,0.77639659,Mid-Low,Mid-Low,3,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Crop Production & Basic Processing,2010,CA,NICK,POPADITCH,51,NICK POPADITCH,R,14950,0.09965338,150020,0,57488,0.3995,Consumer Staples,,,,0,670920,0.22360341,Very Low,Very Low,3,72,Consumer Staples,1733.876594,Values1112b,0.299364514,2010
Pharmaceuticals/Health Products,2010,CA,NICK,POPADITCH,51,NICK POPADITCH,R,3400,0.022663645,150020,0,57488,0.3995,Health Care,,,,0,670920,0.22360341,Very Low,Very Low,9,75,Health Care,3406.316132,Values1112b,0.400185967,2010
Crop Production & Basic Processing,2010,CA,BOB,FILNER,51,BOB FILNER,D,19000,0.036475331,520900,1,86423,0.6005,Consumer Staples,,,,1,670920,0.77639659,Mid-Low,Mid-Low,4,72,Consumer Staples,1733.876594,Values1112b,0.299364514,2010
Misc Manufacturing & Distributing,2010,CA,NICK,POPADITCH,51,NICK POPADITCH,R,8550,0.056992401,150020,0,57488,0.3995,Consumer Discretionary,Materials,Consumer Staples,Industrials,0,670920,0.22360341,Very Low,Very Low,5,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Securities & Investment,2010,CA,DUNCAN,HUNTER,52,DUNCAN D HUNTER,R,10200,0.029059829,351000,1,139460,0.6309,Financials,,,,1,358800,0.97826087,Very Low,Mid-High,6,74,Financials,3888.64132,Values1112b,0.154536686,2010
Computers/Internet,2010,CA,DUNCAN,HUNTER,52,DUNCAN D HUNTER,R,45075,0.128418803,351000,1,139460,0.6309,Consumer Discretionary,Information Technology,,,1,358800,0.97826087,Very Low,Mid-High,4,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Air Transport,2010,CA,DUNCAN,HUNTER,52,DUNCAN D HUNTER,R,71510,0.203732194,351000,1,139460,0.6309,Industrials,,,,1,358800,0.97826087,Very Low,Mid-High,3,76,Industrials,3400.624114,Values1112b,0.16208888,2010
Misc Finance,2010,CA,RAYMOND,LUTZ,52,RAYMOND CLARK LUTZ,D,250,0.032051282,7800,0,70870,0.3206,Financials,,,,0,358800,0.02173913,Very Low,Mid-Low,4,74,Financials,3888.64132,Values1112b,0.154536686,2010
Crop Production & Basic Processing,2010,CA,DUNCAN,HUNTER,52,DUNCAN D HUNTER,R,16000,0.045584046,351000,1,139460,0.6309,Consumer Staples,,,,1,358800,0.97826087,Very Low,Mid-High,5,72,Consumer Staples,1733.876594,Values1112b,0.299364514,2010
Computers/Internet,2010,CA,RAYMOND,LUTZ,52,RAYMOND CLARK LUTZ,D,1650,0.211538462,7800,0,70870,0.3206,Consumer Discretionary,Information Technology,,,0,358800,0.02173913,Very Low,Mid-Low,2,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Hospitals/Nursing Homes,2010,CA,RAYMOND,LUTZ,52,RAYMOND CLARK LUTZ,D,250,0.032051282,7800,0,70870,0.3206,Health Care,,,,0,358800,0.02173913,Very Low,Mid-Low,5,75,Health Care,3406.316132,Values1112b,0.400185967,2010
Telecom Services & Equipment,2010,CA,SUSAN,DAVIS,53,SUSAN A DAVIS,D,12200,0.035381599,344812,1,104800,0.6226,Telecommunication Services,,,,1,429962,0.801959243,Very Low,Mid-Low,7,79,Telecommunication Services,112.519055,Values1112b,0.080230721,2010
Building Materials & Equipment,2010,CA,MICHAEL,CRIMMINS,53,MICHAEL CRIMMINS,R,1750,0.020551967,85150,0,57230,0.34,Materials,Industrials,,,0,429962,0.198040757,Very Low,Very Low,5,78,Materials,1588.156648,Values1112b,0.205756415,2010
Commercial Banks,2010,CA,MICHAEL,CRIMMINS,53,MICHAEL CRIMMINS,R,16400,0.192601292,85150,0,57230,0.34,Financials,,,,0,429962,0.198040757,Very Low,Very Low,2,74,Financials,3888.64132,Values1112b,0.154536686,2010
Health Services/HMOs,2010,CA,SUSAN,DAVIS,53,SUSAN A DAVIS,D,21700,0.062932845,344812,1,104800,0.6226,Health Care,,,,1,429962,0.801959243,Very Low,Mid-Low,5,75,Health Care,3406.316132,Values1112b,0.400185967,2010
Defense Electronics,2010,CA,SUSAN,DAVIS,53,SUSAN A DAVIS,D,16500,0.047852163,344812,1,104800,0.6226,Industrials,,,,1,429962,0.801959243,Very Low,Mid-Low,6,76,Industrials,3400.624114,Values1112b,0.16208888,2010
Food & Beverage,2010,CA,MICHAEL,CRIMMINS,53,MICHAEL CRIMMINS,R,1000,0.011743981,85150,0,57230,0.34,Consumer Staples,,,,0,429962,0.198040757,Very Low,Very Low,7,72,Consumer Staples,1733.876594,Values1112b,0.299364514,2010
Misc Finance,2010,CA,SUSAN,DAVIS,53,SUSAN A DAVIS,D,22500,0.065252949,344812,1,104800,0.6226,Financials,,,,1,429962,0.801959243,Very Low,Mid-Low,4,74,Financials,3888.64132,Values1112b,0.154536686,2010
Hospitals/Nursing Homes,2010,CA,MICHAEL,CRIMMINS,53,MICHAEL CRIMMINS,R,5800,0.068115091,85150,0,57230,0.34,Health Care,,,,0,429962,0.198040757,Very Low,Very Low,4,75,Health Care,3406.316132,Values1112b,0.400185967,2010
Business Services,2010,CA,SUSAN,DAVIS,53,SUSAN A DAVIS,D,29334,0.085072445,344812,1,104800,0.6226,Consumer Discretionary,Industrials,,,1,429962,0.801959243,Very Low,Mid-Low,3,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Computers/Internet,2010,CA,MICHAEL,CRIMMINS,53,MICHAEL CRIMMINS,R,1500,0.017615972,85150,0,57230,0.34,Consumer Discretionary,Information Technology,,,0,429962,0.198040757,Very Low,Very Low,6,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
"Beer, Wine & Liquor",2010,CA,JIM,JUDD,6,JIM JUDD,R,12477,0.246425186,50632,0,77361,0.2962,Consumer Staples,,,,0,582857,0.086868649,Very Low,Mid-Low,2,72,Consumer Staples,1733.876594,Values1112b,0.299364514,2010
Trucking,2010,CA,JIM,JUDD,6,JIM JUDD,R,250,0.004937589,50632,0,77361,0.2962,Industrials,,,,0,582857,0.086868649,Very Low,Mid-Low,9,76,Industrials,3400.624114,Values1112b,0.16208888,2010
Misc Business,2010,CA,JIM,JUDD,6,JIM JUDD,R,451,0.00890741,50632,0,77361,0.2962,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,582857,0.086868649,Very Low,Mid-Low,7,78,Materials,1588.156648,Values1112b,0.205756415,2010
Business Services,2010,CA,LYNN,WOOLSEY,6,LYNN WOOLSEY,D,13650,0.025647048,532225,1,172216,0.6594,Consumer Discretionary,Industrials,,,1,582857,0.913131351,Mid-Low,Mid-High,6,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Health Services/HMOs,2010,CA,LYNN,WOOLSEY,6,LYNN WOOLSEY,D,10850,0.020386115,532225,1,172216,0.6594,Health Care,,,,1,582857,0.913131351,Mid-Low,Mid-High,7,75,Health Care,3406.316132,Values1112b,0.400185967,2010
Misc Finance,2010,CA,LYNN,WOOLSEY,6,LYNN WOOLSEY,D,24500,0.046033163,532225,1,172216,0.6594,Financials,,,,1,582857,0.913131351,Mid-Low,Mid-High,5,74,Financials,3888.64132,Values1112b,0.154536686,2010
Misc Energy,2010,CA,JIM,JUDD,6,JIM JUDD,R,650,0.012837731,50632,0,77361,0.2962,Energy,,,,0,582857,0.086868649,Very Low,Mid-Low,6,73,Energy,1889.559322,Values1112b,-0.01942406,2010
Insurance,2010,CA,JIM,JUDD,6,JIM JUDD,R,1200,0.023700427,50632,0,77361,0.2962,Financials,,,,0,582857,0.086868649,Very Low,Mid-Low,4,74,Financials,3888.64132,Values1112b,0.154536686,2010
Pharmaceuticals/Health Products,2010,CA,JIM,JUDD,6,JIM JUDD,R,420,0.008295149,50632,0,77361,0.2962,Health Care,,,,0,582857,0.086868649,Very Low,Mid-Low,8,75,Health Care,3406.316132,Values1112b,0.400185967,2010
"Beer, Wine & Liquor",2010,CA,LYNN,WOOLSEY,6,LYNN WOOLSEY,D,38368,0.072089812,532225,1,172216,0.6594,Consumer Staples,,,,1,582857,0.913131351,Mid-Low,Mid-High,4,72,Consumer Staples,1733.876594,Values1112b,0.299364514,2010
Business Services,2010,CA,JIM,JUDD,6,JIM JUDD,R,1000,0.019750356,50632,0,77361,0.2962,Consumer Discretionary,Industrials,,,0,582857,0.086868649,Very Low,Mid-Low,5,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
"Beer, Wine & Liquor",2010,CA,GEORGE,MILLER,7,GEORGE MILLER,D,15000,0.020341824,737397,1,122118,0.6825,Consumer Staples,,,,1,785597,0.938645387,Mid-Low,Mid-Low,6,72,Consumer Staples,1733.876594,Values1112b,0.299364514,2010
Air Transport,2010,CA,RICK,TUBBS,7,RICK TUBBS,R,1500,0.031120332,48200,0,56798,0.3175,Industrials,,,,0,785597,0.061354613,Very Low,Very Low,6,76,Industrials,3400.624114,Values1112b,0.16208888,2010
Food & Beverage,2010,CA,RICK,TUBBS,7,RICK TUBBS,R,4800,0.099585062,48200,0,56798,0.3175,Consumer Staples,,,,0,785597,0.061354613,Very Low,Very Low,3,72,Consumer Staples,1733.876594,Values1112b,0.299364514,2010
Misc Finance,2010,CA,RICK,TUBBS,7,RICK TUBBS,R,2400,0.049792531,48200,0,56798,0.3175,Financials,,,,0,785597,0.061354613,Very Low,Very Low,5,74,Financials,3888.64132,Values1112b,0.154536686,2010
Insurance,2010,CA,GEORGE,MILLER,7,GEORGE MILLER,D,67635,0.091721284,737397,1,122118,0.6825,Financials,,,,1,785597,0.938645387,Mid-Low,Mid-Low,3,74,Financials,3888.64132,Values1112b,0.154536686,2010
Business Services,2010,CA,GEORGE,MILLER,7,GEORGE MILLER,D,33755,0.045775885,737397,1,122118,0.6825,Consumer Discretionary,Industrials,,,1,785597,0.938645387,Mid-Low,Mid-Low,4,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Misc Business,2010,CA,RICK,TUBBS,7,RICK TUBBS,R,250,0.005186722,48200,0,56798,0.3175,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,785597,0.061354613,Very Low,Very Low,8,78,Materials,1588.156648,Values1112b,0.205756415,2010
Hospitals/Nursing Homes,2010,CA,GEORGE,MILLER,7,GEORGE MILLER,D,23550,0.031936664,737397,1,122118,0.6825,Health Care,,,,1,785597,0.938645387,Mid-Low,Mid-Low,5,75,Health Care,3406.316132,Values1112b,0.400185967,2010
Automotive,2010,CA,RICK,TUBBS,7,RICK TUBBS,R,11950,0.247925311,48200,0,56798,0.3175,Consumer Discretionary,,,,0,785597,0.061354613,Very Low,Very Low,2,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Crop Production & Basic Processing,2010,CA,JOHN,DENNIS,8,JOHN DENNIS,R,7545,0.018990974,397294,0,31771,0.1515,Consumer Staples,,,,0,2247119,0.176801496,Very Low,Very Low,7,72,Consumer Staples,1733.876594,Values1112b,0.299364514,2010
Business Services,2010,CA,JOHN,DENNIS,8,JOHN DENNIS,R,44554,0.112143652,397294,0,31771,0.1515,Consumer Discretionary,Industrials,,,0,2247119,0.176801496,Very Low,Very Low,4,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Misc Business,2010,CA,JOHN,DENNIS,8,JOHN DENNIS,R,20990,0.052832411,397294,0,31771,0.1515,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,2247119,0.176801496,Very Low,Very Low,5,78,Materials,1588.156648,Values1112b,0.205756415,2010
Electric Utilities,2010,CA,JOHN,DENNIS,8,JOHN DENNIS,R,3800,0.009564705,397294,0,31771,0.1515,Utilities,,,,0,2247119,0.176801496,Very Low,Very Low,8,80,Utilities,1065.691899,Values1112b,0.22673465,2010
Accountants,2010,CA,JOHN,DENNIS,8,JOHN DENNIS,R,57407,0.144495009,397294,0,31771,0.1515,Financials,,,,0,2247119,0.176801496,Very Low,Very Low,2,74,Financials,3888.64132,Values1112b,0.154536686,2010
Air Transport,2010,CA,JOHN,DENNIS,8,JOHN DENNIS,R,15700,0.039517335,397294,0,31771,0.1515,Industrials,,,,0,2247119,0.176801496,Very Low,Very Low,6,76,Industrials,3400.624114,Values1112b,0.16208888,2010
Food & Beverage,2010,CA,BARBARA,LEE,9,BARBARA LEE,D,14925,0.021753959,686082,1,180400,0.8427,Consumer Staples,,,,1,686082,1,Mid-Low,Mid-High,7,72,Consumer Staples,1733.876594,Values1112b,0.299364514,2010
Hospitals/Nursing Homes,2010,CA,BARBARA,LEE,9,BARBARA LEE,D,41900,0.061071417,686082,1,180400,0.8427,Health Care,,,,1,686082,1,Mid-Low,Mid-High,4,75,Health Care,3406.316132,Values1112b,0.400185967,2010
Misc Services,2010,CA,BARBARA,LEE,9,BARBARA LEE,D,29250,0.042633388,686082,1,180400,0.8427,Industrials,,,,1,686082,1,Mid-Low,Mid-High,5,76,Industrials,3400.624114,Values1112b,0.16208888,2010
Business Services,2010,CA,BARBARA,LEE,9,BARBARA LEE,D,92307,0.134542227,686082,1,180400,0.8427,Consumer Discretionary,Industrials,,,1,686082,1,Mid-Low,Mid-High,3,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Securities & Investment,2010,CA,BARBARA,LEE,9,BARBARA LEE,D,25450,0.037094691,686082,1,180400,0.8427,Financials,,,,1,686082,1,Mid-Low,Mid-High,6,74,Financials,3888.64132,Values1112b,0.154536686,2010
Misc Energy,2010,CO,MICHAEL,FALLON,1,MICHAEL PETER FALLON,R,8350,0.087802313,95100,0,59747,0.2876,Energy,,,,0,686137,0.138602058,Very Low,Very Low,5,73,Energy,1889.559322,Values1112b,-0.01942406,2010
"Beer, Wine & Liquor",2010,CO,DIANA,DEGETTE,1,DIANA DEGETTE,D,15150,0.025632913,591037,1,140073,0.6742,Consumer Staples,,,,1,686137,0.861397942,Mid-Low,Mid-High,7,72,Consumer Staples,1733.876594,Values1112b,0.299364514,2010
Accountants,2010,CO,MICHAEL,FALLON,1,MICHAEL PETER FALLON,R,10300,0.108307045,95100,0,59747,0.2876,Financials,,,,0,686137,0.138602058,Very Low,Very Low,4,74,Financials,3888.64132,Values1112b,0.154536686,2010
Business Services,2010,CO,MICHAEL,FALLON,1,MICHAEL PETER FALLON,R,13800,0.14511041,95100,0,59747,0.2876,Consumer Discretionary,Industrials,,,0,686137,0.138602058,Very Low,Very Low,2,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Insurance,2010,CO,DIANA,DEGETTE,1,DIANA DEGETTE,D,28450,0.048135734,591037,1,140073,0.6742,Financials,,,,1,686137,0.861397942,Mid-Low,Mid-High,6,74,Financials,3888.64132,Values1112b,0.154536686,2010
Pharmaceuticals/Health Products,2010,CO,DIANA,DEGETTE,1,DIANA DEGETTE,D,58265,0.098580969,591037,1,140073,0.6742,Health Care,,,,1,686137,0.861397942,Mid-Low,Mid-High,3,75,Health Care,3406.316132,Values1112b,0.400185967,2010
Telecom Services & Equipment,2010,CO,DIANA,DEGETTE,1,DIANA DEGETTE,D,41182,0.069677533,591037,1,140073,0.6742,Telecommunication Services,,,,1,686137,0.861397942,Mid-Low,Mid-High,5,79,Telecommunication Services,112.519055,Values1112b,0.080230721,2010
Construction Services,2010,CO,MICHAEL,FALLON,1,MICHAEL PETER FALLON,R,2500,0.026288118,95100,0,59747,0.2876,Industrials,,,,0,686137,0.138602058,Very Low,Very Low,6,76,Industrials,3400.624114,Values1112b,0.16208888,2010
Business Services,2010,CO,DIANA,DEGETTE,1,DIANA DEGETTE,D,51150,0.086542805,591037,1,140073,0.6742,Consumer Discretionary,Industrials,,,1,686137,0.861397942,Mid-Low,Mid-High,4,71,Consumer Discretionary,4848.226777,Values1112b,0.333343732,2010
Insurance,2010,CO,STEPHEN,BAILEY,2,STEPHEN BAILEY,R,5950,0.18624597,31947,0,98194,0.379,Financials,,,,0,305054,0.104725721,Very Low,Mid-Low,2,74,Financials,3888.64132,Values1112b,0.154536686,2010
Misc Finance,2010,CO,JARED,POLIS,2,JARED POLIS,D,79050,0.295221556,267765,1,148768,0.5741,Financials,,,,1,305054,0.877762626,Very Low,Mid-High,1,74,Financials,3888.64132,Values1112b,0.154536686,2010
