KEY,YEAR,STATE,FIRST,LAST,DISTRICT,CANDIDATE,PARTY,INDUSTRYPERCENT,CANDTOTAL,INCUMBENT,VOTES,PERCENT,WINNER,rank 1,rank 2,rank 3,rank 4,rank 5,AMOUNT of 1,AMOUNT of 2,AMOUNT of 3,AMOUNT of 4,AMOUNT of 5
NY|13|CHARLES|RANGEL|2014,2014,NY,CHARLES,RANGEL,13,CHARLES B RANGEL,D,0.050924797,860838,1,64142,0.874,W,Not for profit,Not publicly traded,Financials,Health Care,Consumer Discretionary,366201,253849,150500,46450,43838
NY|13|DANIEL|RIVERA|2014,2014,NY,DANIEL,RIVERA,13,DANIEL VILA RIVERA,I,0.333333333,1200,0,9231,0.126,L,Not for profit,Information Technology,NULL,NULL,NULL,800,400,0,0,0
NY|14|JOSEPH|CROWLEY|2014,2014,NY,JOSEPH,CROWLEY,14,JOSEPH CROWLEY,D,0.067240231,2134139,1,47370,0.882,W,Financials,Not publicly traded,Health Care,Not for profit,Consumer Discretionary,845898,572027,190300,189700,143500
NY|15|JOSE|SERRANO|2014,2014,NY,JOSE,SERRANO,15,JOSE E SERRANO,D,0.077427174,178232,1,51665,0.972,W,Not for profit,Not publicly traded,Consumer Staples,Consumer Discretionary,Financials,106000,21932,14500,13800,12000
NY|16|ELIOT|ENGEL|2014,2014,NY,ELIOT,ENGEL,16,ELIOT L ENGEL,D,0.04810568,824227,1,NA,NA,L,Not for profit,Not publicly traded,Health Care,Financials,Consumer Discretionary,396432,168645,70150,52350,39650
NY|17|CHRIS|DAY|2014,2014,NY,CHRIS,DAY,17,CHRIS DAY,R,0.063694268,46315,0,72363,0.438,L,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Materials,34915,3300,3200,2950,1300
NY|17|NITA|LOWEY|2014,2014,NY,NITA,LOWEY,17,NITA M LOWEY,D,0.07631114,1391671,1,93001,0.562,W,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Industrials,569496,352425,236650,106200,83000
NY|18|NAN|HAYWORTH|2014,2014,NY,NAN,HAYWORTH,18,NAN HAYWORTH,R,0.017747667,1171985,0,81625,0.48,L,Not for profit,Financials,Not publicly traded,Health Care,Energy,516600,227300,221085,131600,41000
NY|18|SCOTT|SMITH|2014,2014,NY,SCOTT,SMITH,18,SCOTT SMITH,I,1,2600,0,4131,0.024,L,Not for profit,NULL,NULL,NULL,NULL,2600,0,0,0,0
NY|18|SEAN|MALONEY|2014,2014,NY,SEAN,MALONEY,18,SEAN PATRICK MALONEY,D,0.113852757,2414162,1,84415,0.496,W,Not for profit,Not publicly traded,Financials,Consumer Discretionary,NULL,959708,614723,564872,274859,0
NY|19|CHRIS|GIBSON|2014,2014,NY,CHRIS,GIBSON,19,CHRIS GIBSON,R,0.053900803,1716134,1,124428,0.65,W,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Consumer Staples,719202,426786,297295,92501,73250
NY|19|SEAN|ELDRIDGE|2014,2014,NY,SEAN,ELDRIDGE,19,SEAN ELDRIDGE,D,0.152926054,1451682,0,67024,0.35,L,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Industrials,588099,335333,233400,222000,43050
NY|20|JIM|FISCHER|2014,2014,NY,JIM,FISCHER,20,JIM FISCHER,R,0.271256538,41105,0,75491,0.388,L,Consumer Discretionary,Not for profit,Industrials,Materials,Not publicly traded,11150,8900,5889,5319,5270
NY|20|PAUL|TONKO|2014,2014,NY,PAUL,TONKO,20,PAUL TONKO,D,0.083246636,584408,1,118993,0.612,W,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Telecommunication Services,270550,78960,48650,44650,41500
NY|21|AARON|WOOLF|2014,2014,NY,AARON,WOOLF,21,AARON WOOLF,D,0.020598245,781620,0,54796,0.335,L,Not for profit,Financials,Not publicly traded,Consumer Discretionary,NULL,549807,117200,98513,16100,0
NY|21|ELISE|STEFANIK|2014,2014,NY,ELISE,STEFANIK,21,ELISE STEFANIK,R,0.049256003,1178029,0,90164,0.552,W,Financials,Not for profit,Not publicly traded,Materials,Consumer Discretionary,433898,384097,203659,59800,58025
NY|21|MATTHEW|FUNICELLO|2014,2014,NY,MATTHEW,FUNICELLO,21,MATT FUNICELLO,I,0.111498258,5740,0,18415,0.113,L,Financials,Not for profit,Not publicly traded,Consumer Staples,Industrials,2600,1100,1000,640,400
NY|22|RICHARD|HANNA|2014,2014,NY,RICHARD,HANNA,22,RICHARD HANNA,R,0.027290295,586289,1,NA,NA,L,Not for profit,Not publicly traded,Industrials,Financials,Consumer Staples,221650,132589,101750,78500,18800
NY|23|MARTHA|ROBERTSON|2014,2014,NY,MARTHA,ROBERTSON,23,MARTHA ROBERTSON,D,0.023890223,1238289,0,63229,0.374,L,Not for profit,Not publicly traded,Financials,Information Technology,NULL,1059721,121385,29583,27600,0
NY|23|TOM|REED|2014,2014,NY,TOM,REED,23,TOM REED,R,0.077577214,2073431,1,105623,0.626,W,Financials,Not for profit,Not publicly traded,Energy,Consumer Discretionary,578688,387828,338038,198750,160851
NY|24|DAN|MAFFEI|2014,2014,NY,DAN,MAFFEI,24,DAN MAFFEI,D,0.184079003,1677307,1,75690,0.401,L,Not for profit,Not publicly traded,Financials,Industrials,Health Care,817545,353505,308757,93350,54450
NY|24|JOHN|KATKO|2014,2014,NY,JOHN,KATKO,24,JOHN KATKO,R,0.091481688,492175,0,112979,0.599,W,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Consumer Staples,240725,110075,61800,45025,20100
NY|25|LOUISE|SLAUGHTER|2014,2014,NY,LOUISE,SLAUGHTER,25,LOUISE M SLAUGHTER,D,0.040573607,638346,1,93053,0.502,W,Not for profit,Not publicly traded,Industrials,Consumer Staples,Financials,356550,95246,69200,48500,30450
NY|25|MARK|ASSINI|2014,2014,NY,MARK,ASSINI,25,MARK ASSINI,R,0.110036178,74630,0,92471,0.498,L,Not for profit,Not publicly traded,Industrials,Consumer Discretionary,Financials,27960,21605,8438,8212,5200
NY|26|BRIAN|HIGGINS|2014,2014,NY,BRIAN,HIGGINS,26,BRIAN M HIGGINS,D,0.044461506,461073,1,79344,0.689,W,Not for profit,Not publicly traded,Health Care,Financials,Consumer Staples,195700,112573,42850,42700,27250
NY|26|KATHLEEN|WEPPNER|2014,2014,NY,KATHLEEN,WEPPNER,26,KATHLEEN WEPPNER,R,0.023696682,21100,0,35894,0.311,L,Not publicly traded,Not for profit,Materials,Health Care,NULL,10700,9400,500,500,0
NY|27|CHRIS|COLLINS|2014,2014,NY,CHRIS,COLLINS,27,CHRIS COLLINS,R,0.130402011,533343,1,125178,0.717,W,Not for profit,Consumer Staples,Not publicly traded,Consumer Discretionary,Financials,148550,128937,74350,69549,45357
NY|27|JIM|ODONNELL|2014,2014,NY,JIM,ODONNELL,27,JIM ODONNELL,D,0.090909091,2750,0,49423,0.283,L,Not for profit,Not publicly traded,Financials,NULL,NULL,2000,500,250,0,0
OH|1|FRED|KUNDRATA|2014,2014,OH,FRED,KUNDRATA,1,FRED KUNDRATA,D,0.022712303,44029,0,70644,0.365,L,Not for profit,Industrials,Not publicly traded,Consumer Discretionary,Consumer Staples,19870,19159,2500,1000,500
OH|1|STEVE|CHABOT|2014,2014,OH,STEVE,CHABOT,1,STEVE CHABOT,R,0.272571858,516506,1,122721,0.635,W,Consumer Discretionary,Not for profit,Financials,Not publicly traded,Consumer Staples,140785,104500,94200,69721,39050
OH|2|BRAD|WENSTRUP|2014,2014,OH,BRAD,WENSTRUP,2,BRAD WENSTRUP,R,0.19011613,621457,1,130479,0.661,W,Not for profit,Consumer Discretionary,Financials,Not publicly traded,Health Care,195188,118149,86150,73365,51350
OH|2|MAREK|TYSZKIEWICZ|2014,2014,OH,MAREK,TYSZKIEWICZ,2,MAREK TYSZKIEWICZ,D,0.060306031,55550,0,66933,0.339,L,Not for profit,Consumer Discretionary,Financials,Information Technology,Not publicly traded,47850,3350,2850,800,450
OH|3|JOYCE|BEATTY|2014,2014,OH,JOYCE,BEATTY,3,JOYCE BEATTY,D,0.067624683,650650,1,89048,0.639,W,Financials,Not for profit,Not publicly traded,Utilities,Health Care,236950,154250,100700,54600,47900
OH|4|JANET|GARRETT|2014,2014,OH,JANET,GARRETT,4,JANET GARRETT,D,0.037676136,13271,0,59112,0.322,L,Not for profit,Not publicly traded,Financials,NULL,NULL,12121,650,500,0,0
OH|4|JIM|JORDAN|2014,2014,OH,JIM,JORDAN,4,JIM JORDAN,R,0.245340012,437984,1,124215,0.678,W,Consumer Discretionary,Financials,Not for profit,Not publicly traded,Consumer Staples,107455,87000,64079,52950,50850
OH|5|ROBERT|LATTA|2014,2014,OH,ROBERT,LATTA,5,ROBERT E LATTA,R,0.133570419,715353,1,132448,0.666,W,Energy,Telecommunication Services,Consumer Discretionary,Not for profit,Health Care,105300,101100,95550,80250,77000
OH|5|ROBERT|FRY|2014,2014,OH,ROBERT,FRY,5,ROBERT FRY,D,0.041039672,36550,0,57328,0.288,L,Not for profit,Not publicly traded,Consumer Discretionary,Financials,NULL,28550,5000,1500,1500,0
OH|6|BILL|JOHNSON|2014,2014,OH,BILL,JOHNSON,6,BILL JOHNSON,R,0.090894118,1293219,1,109829,0.582,W,Not for profit,Energy,Materials,Not publicly traded,Consumer Discretionary,372211,238466,161552,126024,117546
OH|6|JENNIFER|GARRISON|2014,2014,OH,JENNIFER,GARRISON,6,JENNIFER GARRISON,D,0.006906077,376480,0,72779,0.386,L,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Health Care,325377,41453,2600,2550,2500
OH|7|BOB|GIBBS|2014,2014,OH,BOB,GIBBS,7,BOB GIBBS,R,0.065381585,727269,1,NA,NA,L,Consumer Staples,Not for profit,Industrials,Energy,Not publicly traded,145974,136645,124500,65900,64550
OH|8|JOHN|BOEHNER|2014,2014,OH,JOHN,BOEHNER,8,JOHN BOEHNER,R,0.066827159,9334633,1,124925,0.673,W,Financials,Not publicly traded,Not for profit,Energy,Consumer Discretionary,2348676,1879906,1873173,679589,623807
OH|8|TOM|POETTER|2014,2014,OH,TOM,POETTER,8,TOM POETTER,D,0.154160121,136222,0,50622,0.273,L,Not for profit,Consumer Discretionary,Not publicly traded,Health Care,Financials,90622,21000,13150,4350,4100
OH|9|MARCY|KAPTUR|2014,2014,OH,MARCY,KAPTUR,9,MARCY KAPTUR,D,0.075011983,625900,1,106338,0.677,W,Not for profit,Not publicly traded,Industrials,Utilities,Consumer Discretionary,269850,112350,90050,61300,46950
OH|9|RICHARD|MAY|2014,2014,OH,RICHARD,MAY,9,RICHARD MAY,R,0.833333333,3000,0,50792,0.323,L,Not for profit,Not publicly traded,NULL,NULL,NULL,2500,500,0,0,0
OH|10|MICHAEL|TURNER|2014,2014,OH,MICHAEL,TURNER,10,MICHAEL R TURNER,R,0.073972541,625232,1,128758,0.654,W,Industrials,Not publicly traded,Not for profit,Consumer Staples,Consumer Discretionary,186675,132100,129550,55978,46250
OH|10|ROBERT|KLEPINGER|2014,2014,OH,ROBERT,KLEPINGER,10,ROBERT KLEPINGER,D,1,1000,0,61720,0.313,L,Not for profit,NULL,NULL,NULL,NULL,1000,0,0,0,0
OH|11|MARCIA|FUDGE|2014,2014,OH,MARCIA,FUDGE,11,MARCIA L FUDGE,D,0.026230157,667171,1,132396,0.792,W,Not for profit,Consumer Staples,Financials,Not publicly traded,Health Care,220502,160150,83750,68519,43250
OH|12|BOB|HART|2014,2014,OH,BOB,HART,12,BOB HART,I,1,2500,0,8919,0.041,L,Not for profit,NULL,NULL,NULL,NULL,2500,0,0,0,0
OH|12|DAVID|TIBBS|2014,2014,OH,DAVID,TIBBS,12,DAVID TIBBS,D,1,1000,0,60026,0.277,L,Not for profit,NULL,NULL,NULL,NULL,1000,0,0,0,0
OH|12|PATRICK|TIBERI|2014,2014,OH,PATRICK,TIBERI,12,PATRICK J TIBERI,R,0.112764955,2094179,1,147871,0.682,W,Financials,Not publicly traded,Consumer Discretionary,Not for profit,Health Care,760150,402414,236150,183465,141150
OH|13|TIM|RYAN|2014,2014,OH,TIM,RYAN,13,TIM RYAN,D,0.0918482,597181,1,118650,0.685,W,Not for profit,Not publicly traded,Industrials,Consumer Discretionary,Utilities,257381,95800,65300,54850,45000
OH|14|DAVID|JOYCE|2014,2014,OH,DAVID,JOYCE,14,DAVID P JOYCE,R,0.129057435,1482402,1,133520,0.633,W,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Health Care,599527,286338,191315,164772,59450
OH|14|MICHAEL|WAGER|2014,2014,OH,MICHAEL,WAGER,14,MICHAEL WAGER,D,0.059832872,544851,0,69510,0.33,L,Not for profit,Not publicly traded,Consumer Discretionary,Materials,Financials,233160,219041,32600,20400,19500
OH|15|SCOTT|WHARTON|2014,2014,OH,SCOTT,WHARTON,15,SCOTT WHARTON,D,0.068231441,32976,0,64714,0.339,L,Not for profit,Not publicly traded,Consumer Discretionary,Industrials,Consumer Staples,27026,2950,2250,250,250
OH|15|STEVE|STIVERS|2014,2014,OH,STEVE,STIVERS,15,STEVE STIVERS,R,0.063304564,1829252,1,126457,0.661,W,Financials,Not publicly traded,Not for profit,Consumer Discretionary,Health Care,886781,268950,251011,115800,111060
OH|16|JIM|RENACCI|2014,2014,OH,JIM,RENACCI,16,JIM RENACCI,R,0.12057674,1232999,1,130463,0.638,W,Financials,Not publicly traded,Health Care,Consumer Discretionary,Not for profit,457599,195660,154550,148671,142470
OH|16|PETE|CROSSLAND|2014,2014,OH,PETE,CROSSLAND,16,PETE CROSSLAND,D,0.019607843,12750,0,74158,0.362,L,Not for profit,Not publicly traded,Health Care,Information Technology,Consumer Discretionary,10150,1000,450,400,250
OK|1|JAMES|BRIDENSTINE|2014,2014,OK,JAMES,BRIDENSTINE,1,JAMES BRIDENSTINE,R,0.065478111,415406,1,NA,NA,L,Not for profit,Industrials,Energy,Financials,Not publicly traded,161953,87500,62300,38450,38003
OK|2|JON|DOUTHITT|2014,2014,OK,JON,DOUTHITT,2,JON DOUTHITT,I,1,12000,0,8502,0.054,L,Not for profit,NULL,NULL,NULL,NULL,12000,0,0,0,0
OK|2|MARKWAYNE|MULLIN|2014,2014,OK,MARKWAYNE,MULLIN,2,MARKWAYNE MULLIN,R,0.193333144,773018,1,110819,0.7,W,Consumer Discretionary,Energy,Not for profit,Financials,Not publicly traded,149450,125300,123139,98974,94900
OK|3|FRANK|LUCAS|2014,2014,OK,FRANK,LUCAS,3,FRANK D LUCAS,R,0.073077553,1093359,1,133070,0.787,W,Consumer Staples,Financials,Not publicly traded,Energy,Consumer Discretionary,442749,303881,118479,95350,79900
OK|4|TOM|COLE|2014,2014,OK,TOM,COLE,4,TOM COLE,R,0.244364693,852926,1,117649,0.708,W,Consumer Discretionary,Financials,Not publicly traded,Industrials,Energy,208425,135600,133398,118303,114500
OK|5|AL|MCAFFREY|2014,2014,OK,AL,MCAFFREY,5,AL MCAFFREY,D,0.156568686,83350,0,57721,0.363,L,Not for profit,Not publicly traded,Consumer Discretionary,Energy,Materials,32150,19100,13050,8200,3750
OK|5|STEVEN|RUSSELL|2014,2014,OK,STEVEN,RUSSELL,5,STEVEN RUSSELL,R,0.031885338,541001,0,95557,0.601,W,Not for profit,Not publicly traded,Energy,Financials,Materials,235450,111450,70650,68300,29401
OK|S|CONNIE|JOHNSON|2014,2014,OK,CONNIE,JOHNSON,S,CONNIE JOHNSON,D,0.009149131,54650,0,237531,0.29,L,Not for profit,Not publicly traded,Financials,Energy,Industrials,29250,14750,4250,2600,1500
OK|S|JAMES|LANKFORD|2014,2014,OK,JAMES,LANKFORD,S,JAMES LANKFORD,R,0.067978496,2204962,0,556382,0.679,L,Not for profit,Energy,Not publicly traded,Financials,Consumer Discretionary,781888,498710,330333,247226,149890
OK|S|JAMES|INHOFE|2014,2014,OK,JAMES,INHOFE,S,JAMES M INHOFE,R,0.049262903,2490718,1,557537,0.68,W,Not for profit,Energy,Not publicly traded,Industrials,Materials,548505,458500,446066,343275,192025
OK|S|JOAN|FARR|2014,2014,OK,JOAN,FARR,S,JOAN ELIZABETH FARR,I,1,2050,0,10534,0.013,L,Energy,NULL,NULL,NULL,NULL,2050,0,0,0,0
OK|S|MATT|SILVERSTEIN|2014,2014,OK,MATT,SILVERSTEIN,S,MATT SILVERSTEIN,D,0.074877706,273112,0,233932,0.285,L,Not publicly traded,Not for profit,Consumer Discretionary,Financials,Energy,110787,92075,20450,19050,14800
OR|1|JASON|YATES|2014,2014,OR,JASON,YATES,1,JASON YATES,R,0.146886016,1702,0,81336,0.346,L,Not for profit,Consumer Staples,NULL,NULL,NULL,1452,250,0,0,0
OR|1|SUZANNE|BONAMICI|2014,2014,OR,SUZANNE,BONAMICI,1,SUZANNE BONAMICI,D,0.077091768,592800,1,135244,0.576,W,Not for profit,Not publicly traded,Consumer Discretionary,Industrials,Information Technology,291000,124900,45700,40550,24200
OR|2|AELEA|CHRISTOFFERSON|2014,2014,OR,AELEA,CHRISTOFFERSON,2,AELEA CHRISTOFFERSON,D,0.056980057,43875,0,71387,0.256,L,Not for profit,Not publicly traded,Materials,Consumer Discretionary,Information Technology,23775,7350,3350,2500,1700
OR|2|GREG|WALDEN|2014,2014,OR,GREG,WALDEN,2,GREG WALDEN,R,0.088950221,1966347,1,197920,0.708,W,Not for profit,Not publicly traded,Financials,Telecommunication Services,Health Care,362687,286126,253270,226100,199398
OR|3|EARL|BLUMENAUER|2014,2014,OR,EARL,BLUMENAUER,3,EARL BLUMENAUER,D,0.061147643,812378,1,192844,0.73,W,Not for profit,Not publicly traded,Industrials,Financials,Consumer Discretionary,295825,152897,138450,98025,49675
OR|3|JAMES|BUCHAL|2014,2014,OR,JAMES,BUCHAL,3,JAMES BUCHAL,R,0.186046512,5375,0,51541,0.195,L,Not publicly traded,Materials,Information Technology,NULL,NULL,2500,1875,1000,0,0
OR|4|ART|ROBINSON|2014,2014,OR,ART,ROBINSON,4,ART ROBINSON,R,0.06284996,227526,0,111932,0.379,L,Not for profit,Materials,Consumer Discretionary,Financials,Consumer Staples,154476,16500,14300,9800,7850
OR|4|PETER|DEFAZIO|2014,2014,OR,PETER,DEFAZIO,4,PETER DEFAZIO,D,0.098490866,723925,1,172550,0.584,W,Not for profit,Industrials,Not publicly traded,Materials,Consumer Discretionary,274465,175650,98975,84285,71300
OR|5|KURT|SCHRADER|2014,2014,OR,KURT,SCHRADER,5,KURT SCHRADER,D,0.076308266,952138,1,137657,0.539,W,Not for profit,Consumer Staples,Health Care,Materials,Not publicly traded,357726,140100,101900,88300,80556
OR|5|TOOTIE|SMITH|2014,2014,OR,TOOTIE,SMITH,5,TOOTIE SMITH,R,0.057490488,47834,0,100762,0.394,L,Not for profit,Materials,Consumer Staples,Not publicly traded,Consumer Discretionary,20084,8700,7600,6450,2750
OR|S|JEFF|MERKLEY|2014,2014,OR,JEFF,MERKLEY,S,JEFF MERKLEY,D,0.046116572,3446852,1,744516,0.558,W,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Information Technology,1899477,817671,445922,158957,124825
OR|S|MONICA|WEHBY|2014,2014,OR,MONICA,WEHBY,S,MONICA WEHBY,R,0.057351551,2217464,0,498191,0.373,L,Not for profit,Financials,Not publicly traded,Materials,Consumer Discretionary,1126041,433750,217173,183575,127175
PA|1|MEGAN|RATH|2014,2014,PA,MEGAN,RATH,1,MEGAN ANN RATH,R,0.147368421,23750,0,26584,0.171,L,Not for profit,Health Care,Financials,Not publicly traded,NULL,10750,6450,3500,3050,0
PA|1|ROBERT|BRADY|2014,2014,PA,ROBERT,BRADY,1,ROBERT A BRADY,D,0.075228155,495825,1,128669,0.829,W,Not for profit,Not publicly traded,Consumer Discretionary,Telecommunication Services,Industrials,219000,134750,37300,29000,27750
PA|2|ARMOND|JAMES|2014,2014,PA,ARMOND,JAMES,2,ARMOND JAMES,R,1,2000,0,24987,0.123,L,Not for profit,NULL,NULL,NULL,NULL,2000,0,0,0,0
PA|2|CHAKA|FATTAH|2014,2014,PA,CHAKA,FATTAH,2,CHAKA FATTAH,D,0.018158095,385503,1,177648,0.877,W,Not for profit,Not publicly traded,Industrials,Telecommunication Services,Health Care,167550,96753,43000,34500,18000
PA|3|DAN|LAVALLEE|2014,2014,PA,DAN,LAVALLEE,3,DAN LAVALLEE,D,0.052615579,256578,0,73240,0.395,L,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Health Care,138948,48630,30950,13500,8950
PA|3|MIKE|KELLY|2014,2014,PA,MIKE,KELLY,3,MIKE KELLY,R,0.138519129,1007110,1,112406,0.605,W,Financials,Not for profit,Consumer Discretionary,Not publicly traded,Health Care,228950,172973,139504,130453,92380
PA|4|LINDA|THOMPSON|2014,2014,PA,LINDA,THOMPSON,4,LINDA THOMPSON,D,0.615384615,650,0,49983,0.255,L,Not for profit,Not publicly traded,NULL,NULL,NULL,400,250,0,0,0
PA|4|SCOTT|PERRY|2014,2014,PA,SCOTT,PERRY,4,SCOTT PERRY,R,0.139964603,387598,1,146317,0.745,W,Industrials,Not publicly traded,Not for profit,Consumer Discretionary,Financials,77648,69650,57250,54250,42700
PA|5|GLENN|THOMPSON|2014,2014,PA,GLENN,THOMPSON,5,GLENN THOMPSON,R,0.061303635,743920,1,113485,0.636,W,Not for profit,Materials,Energy,Not publicly traded,Health Care,193371,120569,104480,94938,59800
PA|5|KERITH|TAYLOR|2014,2014,PA,KERITH,TAYLOR,5,KERITH STRANO TAYLOR,D,0.088580287,69993,0,65041,0.364,L,Not for profit,Not publicly traded,Consumer Discretionary,Telecommunication Services,Energy,43396,10697,6200,5200,2750
PA|6|MANAN|TRIVEDI|2014,2014,PA,MANAN,TRIVEDI,6,MANAN TRIVEDI,D,0.074656205,590105,0,92193,0.438,L,Not for profit,Not publicly traded,Financials,Information Technology,Health Care,451484,64365,44055,17201,13000
PA|6|RYAN|COSTELLO|2014,2014,PA,RYAN,COSTELLO,6,RYAN COSTELLO,R,0.020498483,1000074,0,118450,0.562,W,Not for profit,Not publicly traded,Financials,Health Care,Consumer Staples,410655,214815,127550,88150,48550
PA|7|MARY|BALCHUNIS|2014,2014,PA,MARY,BALCHUNIS,7,MARY ELLEN BALCHUNIS,D,0.046357616,37750,0,87783,0.38,L,Not for profit,Not publicly traded,Health Care,Consumer Discretionary,Financials,27400,5150,2450,1750,1000
PA|7|PATRICK|MEEHAN|2014,2014,PA,PATRICK,MEEHAN,7,PATRICK MEEHAN,R,0.027477435,1242838,1,143265,0.62,W,Not publicly traded,Financials,Not for profit,Industrials,Health Care,287699,275815,254150,155950,95900
PA|8|KEVIN|STROUSE|2014,2014,PA,KEVIN,STROUSE,8,KEVIN STROUSE,D,0.086150814,677881,0,84705,0.381,L,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Health Care,337303,137562,120326,58400,13890
PA|8|MICHAEL|FITZPATRICK|2014,2014,PA,MICHAEL,FITZPATRICK,8,MICHAEL G FITZPATRICK,R,0.078612372,1655948,1,137676,0.619,W,Financials,Not for profit,Not publicly traded,Consumer Discretionary,Industrials,563591,503196,263497,130178,70736
PA|9|ALANNA|HARTZOK|2014,2014,PA,ALANNA,HARTZOK,9,ALANNA K HARTZOK,D,0.285714286,3500,0,62193,0.364,L,Not for profit,Consumer Discretionary,Financials,NULL,NULL,2000,1000,500,0,0
PA|9|BILL|SHUSTER|2014,2014,PA,BILL,SHUSTER,9,BILL SHUSTER,R,0.067299074,2521580,1,108587,0.636,W,Industrials,Not publicly traded,Materials,Not for profit,Energy,887133,570209,275440,261100,198648
PA|10|NICHOLAS|TROIANO|2014,2014,PA,NICHOLAS,TROIANO,10,NICHOLAS ROBERT TROIANO,I,0.332791446,59668,0,22611,0.127,L,Consumer Discretionary,Not for profit,Financials,Not publicly traded,Health Care,19857,17050,6861,6700,5050
PA|10|SCOTT|BRION|2014,2014,PA,SCOTT,BRION,10,SCOTT FLOYD BRION,D,0.03766636,71682,0,44221,0.248,L,Financials,Not for profit,Not publicly traded,Consumer Staples,Health Care,26100,20940,11342,5350,2750
PA|10|TOM|MARINO|2014,2014,PA,TOM,MARINO,10,TOM MARINO,R,0.261774484,635272,1,111547,0.625,W,Consumer Discretionary,Not for profit,Not publicly traded,Health Care,Telecommunication Services,166298,117374,108400,55250,38000
PA|11|ANDREW|OSTROWSKI|2014,2014,PA,ANDREW,OSTROWSKI,11,ANDREW J OSTROWSKI,D,1,9450,0,61832,0.337,L,Not for profit,NULL,NULL,NULL,NULL,9450,0,0,0,0
PA|11|LOU|BARLETTA|2014,2014,PA,LOU,BARLETTA,11,LOU BARLETTA,R,0.069332413,660528,1,121618,0.663,W,Not publicly traded,Industrials,Not for profit,Consumer Discretionary,Materials,183354,183000,137658,45796,36750
PA|12|ERIN|MCCLELLAND|2014,2014,PA,ERIN,MCCLELLAND,12,ERIN MCCLELLAND,D,0.023794693,224756,0,86977,0.407,L,Not for profit,Not publicly traded,Consumer Staples,Health Care,Financials,148999,41000,12245,7514,6400
PA|12|KEITH|ROTHFUS|2014,2014,PA,KEITH,ROTHFUS,12,KEITH J ROTHFUS,R,0.071820149,1377761,1,126567,0.593,W,Financials,Not for profit,Not publicly traded,Materials,Energy,433572,377001,128806,104454,103950
PA|13|BRENDAN|BOYLE|2014,2014,PA,BRENDAN,BOYLE,13,BRENDAN BOYLE,D,0.045693454,670665,0,122651,0.671,W,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Materials,435470,135932,36950,30645,16018
PA|13|DEE|ADCOCK|2014,2014,PA,DEE,ADCOCK,13,DEE ADCOCK,R,0.154255231,120722,0,60163,0.329,L,Not for profit,Industrials,Materials,Consumer Discretionary,Consumer Staples,36500,22700,22450,18622,7600
PA|14|MIKE|DOYLE|2014,2014,PA,MIKE,DOYLE,14,MIKE DOYLE,D,0.048508221,659682,1,NA,NA,L,Not for profit,Not publicly traded,Utilities,Telecommunication Services,Consumer Discretionary,216750,105682,93500,88500,32000
PA|15|CHARLIE|DENT|2014,2014,PA,CHARLIE,DENT,15,CHARLIE DENT,R,0.118146841,1141791,1,NA,NA,L,Not for profit,Not publicly traded,Consumer Discretionary,Health Care,Materials,403412,135344,134899,130850,113665
PA|16|JOE|PITTS|2014,2014,PA,JOE,PITTS,16,JOE PITTS,R,0.01438956,1007675,1,101083,0.578,W,Not for profit,Health Care,Consumer Staples,Not publicly traded,Financials,324150,302100,73100,73025,58050
PA|16|TOM|HOUGHTON|2014,2014,PA,TOM,HOUGHTON,16,TOM HOUGHTON,D,0.015307301,69248,0,73921,0.422,L,Not for profit,Not publicly traded,Health Care,Industrials,Materials,52500,6300,4250,2500,1150
PA|17|DAVID|MOYLAN|2014,2014,PA,DAVID,MOYLAN,17,DAVID MOYLAN,R,0.04007286,27450,0,70919,0.432,L,Not for profit,Materials,Not publicly traded,Financials,Consumer Discretionary,10550,9000,4950,1600,1100
PA|17|MATT|CARTWRIGHT|2014,2014,PA,MATT,CARTWRIGHT,17,MATT CARTWRIGHT,D,0.013577168,887814,1,93177,0.568,W,Not publicly traded,Not for profit,Industrials,Financials,Telecommunication Services,516390,279670,26250,14000,12500
PA|18|TIM|MURPHY|2014,2014,PA,TIM,MURPHY,18,TIM MURPHY,R,0.047508359,1098754,1,NA,NA,L,Not for profit,Health Care,Not publicly traded,Materials,Energy,259480,187250,178674,151900,109000
RI|1|CORMICK|LYNCH|2014,2014,RI,CORMICK,LYNCH,1,CORMICK LYNCH,R,0.049019608,5100,0,58695,0.404,L,Not for profit,Financials,Not publicly traded,Consumer Staples,NULL,2450,1500,900,250,0
RI|1|DAVID|CICILLINE|2014,2014,RI,DAVID,CICILLINE,1,DAVID CICILLINE,D,0.171299822,787800,1,86660,0.596,W,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Telecommunication Services,326900,226950,134950,77350,21650
