[state, district, year]=al, 01, 2004
Jo Bonner (R)
Industry	Total	
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 14, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 15, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 16, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 17, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 18, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 19, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 20, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 21, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 22, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 23, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 24, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 25, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 26, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 27, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 28, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 29, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 30, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 31, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 32, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 33, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 34, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 35, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
Lobbyists	$50,562
Lawyers/Law Firms	$43,300
Retired	$42,300
Crop Production & Basic Processing	$31,950
Commercial Banks	$30,550
Forestry & Forest Products	$28,600
Agricultural Services/Products	$27,000
Misc Business	$24,750
Electric Utilities	$23,419
Pro-Israel	$21,000
General Contractors	$20,700
Construction Services	$20,650
Insurance	$19,700
Education	$17,950
Misc Finance	$16,700
Defense Electronics	$14,906
Candidate Committees	$14,620
Food & Beverage	$14,500

Vivian Sheffield Beckerle (D)
Industry	Total	
Democratic/Liberal	$3,500
Transportation Unions	$2,500
Business Services	$962
Retired	$932
Lawyers/Law Firms	$500
Retail Sales	$500

[state, district, year]=al, 36, 2006
Jo Bonner (R)
Industry	Total	
Real Estate	$88,700
Health Professionals	$64,050
